"gene","iM","Val"
"b2422","Cysteine-1",-5
"b2422","Cysteine-2",-5.2670840509686
"b2762","Cysteine-1",-5
"b2762","Cysteine-2",-5.71210965845293
"b2763","Cysteine-1",-3
"b2763","Cysteine-2",-5.54130203525553
"b2421","Cysteine-1",-8
"b2421","Cysteine-2",-6.30637625695959
