"sample","iM","Val"
"p1k_00922","Cysteine-1",-8
"p1k_00922","Cysteine-2",-13.4198020793451
"p1k_00727","Cysteine-1",-10
"p1k_00727","Cysteine-2",-5.76080489324723
"p1k_00340","Cysteine-1",-7
"p1k_00340","Cysteine-2",-13.4202164033832
"p1k_00609","Cysteine-1",-6
"p1k_00609","Cysteine-2",-13.4175385477802
"p1k_00728","Cysteine-1",-8
"p1k_00728","Cysteine-2",-6.54467420963147
"p1k_00842","Cysteine-1",-5
"p1k_00842","Cysteine-2",-8.16126115172173
"p1k_00279","Cysteine-1",-10
"p1k_00279","Cysteine-2",-13.3240716283381
"p1k_00003","Cysteine-1",-7
"p1k_00003","Cysteine-2",-5.23855058052826
"p1k_00978","Cysteine-1",-9
"p1k_00978","Cysteine-2",-11.6725378493353
"p1k_00971","Cysteine-1",-10
"p1k_00971","Cysteine-2",-13.4202164033832
"p1k_00176","Cysteine-1",-5
"p1k_00176","Cysteine-2",-13.420179267318
"p1k_00027","Cysteine-1",-4
"p1k_00027","Cysteine-2",-6.21541232217875
"p1k_00485","Cysteine-1",-3
"p1k_00485","Cysteine-2",-12.1672711827525
"p1k_00696","Cysteine-1",-5
"p1k_00696","Cysteine-2",-8.55700677451329
"p1k_00651","Cysteine-1",-5
"p1k_00651","Cysteine-2",-5.90290886190554
"p1k_00896","Cysteine-1",-8
"p1k_00896","Cysteine-2",-6.07314776716908
"p1k_00514","Cysteine-1",-8
"p1k_00514","Cysteine-2",-5.76012155309134
"p1k_00546","Cysteine-1",-3
"p1k_00546","Cysteine-2",-13.2243348236831
"p1k_00523","Cysteine-1",-9
"p1k_00523","Cysteine-2",-13.4200260871588
"p1k_00943","Cysteine-1",-8
"p1k_00943","Cysteine-2",-13.4201921487204
"p1k_00759","Cysteine-1",-4
"p1k_00759","Cysteine-2",-6.00792326803953
"p1k_00595","Cysteine-1",-9
"p1k_00595","Cysteine-2",-6.83638463502543
"p1k_00259","Cysteine-1",-8
"p1k_00259","Cysteine-2",-5.16312264118953
"p1k_00423","Cysteine-1",-7
"p1k_00423","Cysteine-2",-13.416648961016
"p1k_00511","Cysteine-1",-9
"p1k_00511","Cysteine-2",-5.48573459629615
"p1k_01046","Cysteine-1",-9
"p1k_01046","Cysteine-2",-13.325923861646
"p1k_00309","Cysteine-1",-9
"p1k_00309","Cysteine-2",-13.4198760656174
"p1k_00568","Cysteine-1",-10
"p1k_00568","Cysteine-2",-7.9668495298165
"p1k_00908","Cysteine-1",-8
"p1k_00908","Cysteine-2",-13.3850305770981
"p1k_00284","Cysteine-1",-10
"p1k_00284","Cysteine-2",-13.3072061240556
"p1k_01023","Cysteine-1",-9
"p1k_01023","Cysteine-2",-13.4135693712052
"p1k_00018","Cysteine-1",-9
"p1k_00018","Cysteine-2",-5.66434807444886
"p1k_00031","Cysteine-1",-7
"p1k_00031","Cysteine-2",-7.18448634595018
"p1k_00193","Cysteine-1",-9
"p1k_00193","Cysteine-2",-13.2610967551036
"p1k_00044","Cysteine-1",-7
"p1k_00044","Cysteine-2",-6.10939203738496
"p1k_00117","Cysteine-1",-8
"p1k_00117","Cysteine-2",-6.79801142083593
"p1k_00333","Cysteine-1",-4
"p1k_00333","Cysteine-2",-13.4202164033832
"p1k_00478","Cysteine-1",-6
"p1k_00478","Cysteine-2",-13.4201574086055
"p1k_00550","Cysteine-1",-6
"p1k_00550","Cysteine-2",-9.42356819433355
"p1k_00815","Cysteine-1",-3
"p1k_00815","Cysteine-2",-9.23072590115292
"p1k_00942","Cysteine-1",-7
"p1k_00942","Cysteine-2",-13.4201484726082
"p1k_00129","Cysteine-1",-5
"p1k_00129","Cysteine-2",-4.98830416088103
"p1k_00713","Cysteine-1",-7
"p1k_00713","Cysteine-2",-6.45113043601988
"p1k_00991","Cysteine-1",-5
"p1k_00991","Cysteine-2",-9.73699458731429
"p1k_01010","Cysteine-1",-4
"p1k_01010","Cysteine-2",-13.4186247698919
"p1k_00082","Cysteine-1",-3
"p1k_00082","Cysteine-2",-13.3295784900599
"p1k_00518","Cysteine-1",-8
"p1k_00518","Cysteine-2",-5.88095802659529
