,b1310,b1318,b1311,b1312,b1313,b1314,b1315,b1316,b1317,b1319
starve_series__t00_growth1,1.075380443872715,1.3587385034542312,1.5301474299489846,2.242548328993183,4.601444497220356,3.1595423769743487,4.157135833546928,2.4377239398429964,1.3879300345563472,1.2187878453983232
starve_series__t01_starve,1.0566198161586433,1.362844582868518,1.6051818416062622,2.1613378757640995,4.424659036425959,3.877449955390969,2.4922755615876424,1.661991734704172,1.0266136309920189,1.0902805551315913
starve_series__t02_starve,0.8063067182613676,0.970666376952096,1.7352764044874278,2.2132429891272114,4.1128563421572695,3.57610482148473,2.4679573622746283,1.668286564117276,1.4281619869924005,1.1445217680100273
starve_series__t03_starve,0.9708711536325416,1.234536098408507,2.160866123409489,3.022163307403145,4.124956783508627,3.0712514552000107,2.2319495316313684,1.3472218517697807,1.3834062627770052,1.1080213696729415
starve_series__t04_starve,1.1695877295645412,2.04889786940328,1.844187868705192,2.9915221939876724,4.474837369057848,3.979772375472435,2.884188174577336,1.6176215381038703,1.462937339191285,0.9010876919398288
starve_series__t05_starve,1.099056676937197,1.5223651511564185,3.0516690647256013,3.968606497206699,4.434548143843233,3.119064050186888,2.1792721214093307,1.3404146429134012,1.3087378639917615,0.9010876919398288
starve_series__t06_starve,1.023870298736919,1.2008119334190928,2.814567999580421,2.963555441910364,4.290978203420578,2.778624882064111,2.311241056957884,1.373999254265446,1.362260828966808,1.2186500166058123
starve_series__t07_starve,1.104035750571976,1.1089996105089233,2.8866689527556115,2.032628078942872,3.5823845470007143,2.984232199013714,2.425126086360478,1.4601610572085186,1.0173116875212909,0.9843861395346616
starve_series__t08_starve,1.1438974052051205,1.0380299818319096,2.672954099110284,3.008178696294771,2.921859085087848,2.3962725703798915,2.030001026150252,1.5716832465076058,1.1380145656681775,1.031074031362082
starve_series__t09_starve,1.1126705925853826,1.0815836696852472,2.6184524312317885,2.881992107072478,3.449854955762048,2.2901928171454125,2.011719976265265,1.152736153916239,0.9311237870653948,0.9010876919398288
starve_series__t10_starve,0.8906911212637048,1.1938740720754175,2.3554883043595827,2.5094834997610485,3.8263961007611975,2.8397380926998457,2.0457383657501778,1.3727447159850317,1.3451147911911758,0.9669158832259565
starve_series__t11_starve,1.1873112992550905,1.0544231410629752,2.2819522450194705,2.382951895260909,3.2286682527683834,2.236656559231857,1.8615440977531763,1.0664428920942852,1.1844241080484048,1.0869510700525509
starve_series__t12_starve,1.2031797961317778,1.5672575136178228,2.5148525655250533,2.776830676600498,2.868653844283994,2.1158816671529754,1.7022838026369236,1.1481600272323496,0.9730204801742528,0.9750258937360636
starve_series__t14_starve,1.061356114098413,1.4250436217414697,2.1396595397106988,3.1467006018510606,3.167590239283971,1.777592974530538,2.063901043195128,1.614147967227313,1.102549020156346,0.9010876919398288
starve_series__t16_starve,1.0641022684671837,1.263085837870148,3.258001238525337,2.5165618957673743,2.838615847208736,1.9972903058972904,1.7488061360032845,1.3342161212452703,1.1502314567443908,0.9010876919398288
starve_series__t17_starve,1.2615277655483532,1.37297703451975,3.4114530144189974,4.031133715921079,3.397162915071775,2.436854043022982,3.2240940194364907,1.2890368286902527,1.6960433538086812,0.9845647657302375
starve_series__t18_starve,0.9876397105321432,1.016615546921275,2.638019098648516,3.182555889230015,2.1222317326433275,1.7022664746769385,1.7673312287481628,1.3283645648015263,0.9650728309092896,1.226587241550458
starve_series__t21_growth2,0.9640233811736186,1.894475836934539,1.1521010002542065,1.6966183510389703,2.841688215199419,2.311330480026025,3.5215114325628005,2.5195102365558704,2.345176181216631,1.3236702848686692
