"gene","iM","Val"
"b2083","EvgA",-3
"b1500","EvgA",-10
"b1499","EvgA",-4
"b1501","EvgA",-8
"b2371","EvgA",-4
"b2372","EvgA",-9
"b2374","EvgA",-3
"b2373","EvgA",-8
"b2375","EvgA",-4
