"sample","iM","Val"
"p1k_00672","Lrp",-6.25980916732979
"p1k_00560","Lrp",-5.97658618063696
"p1k_00618","Lrp",-6.06685289572334
"p1k_00820","Lrp",-6.6965801382669
"p1k_00483","Lrp",-4.24687837273605
"p1k_00656","Lrp",-5.8737045578931
"p1k_00475","Lrp",-6.24588782720557
"p1k_01036","Lrp",-6.27442508984659
"p1k_00441","Lrp",-6.60910243648303
"p1k_00563","Lrp",-6.09942881512167
"p1k_01052","Lrp",-6.10587866189871
"p1k_00847","Lrp",-10.6045463465882
"p1k_00946","Lrp",-6.26714000314394
"p1k_00271","Lrp",-5.89773962524476
"p1k_00536","Lrp",-4.20876377356469
"p1k_00380","Lrp",-4.44390280878465
"p1k_00732","Lrp",-6.49593469990271
"p1k_00200","Lrp",-6.1176141242879
"p1k_00588","Lrp",-5.88770235020796
"p1k_00942","Lrp",-5.80670882899924
"p1k_00748","Lrp",-6.01910317628085
"p1k_00813","Lrp",-6.51848829958241
"p1k_00027","Lrp",-5.88307840612928
"p1k_00239","Lrp",-5.82793639623217
"p1k_00496","Lrp",-4.19477603313987
"p1k_00142","Lrp",-5.6261921767267
"p1k_00648","Lrp",-6.18195279371535
"p1k_00741","Lrp",-6.49425311042608
"p1k_00800","Lrp",-6.68272842745468
"p1k_00916","Lrp",-6.2736575411782
"p1k_00044","Lrp",-6.12136740483912
"p1k_00342","Lrp",-10.0941034452672
"p1k_00082","Lrp",-5.93519531354559
"p1k_00096","Lrp",-12.0090823256092
"p1k_00768","Lrp",-6.2053912046041
"p1k_00654","Lrp",-6.07014824275977
"p1k_00799","Lrp",-6.71589072302041
"p1k_00083","Lrp",-5.89083846653967
"p1k_00498","Lrp",-5.40843122894725
"p1k_00578","Lrp",-6.63751308416912
"p1k_00883","Lrp",-10.0330564406425
"p1k_00381","Lrp",-6.38894998020196
"p1k_00794","Lrp",-6.30185266869066
"p1k_00256","Lrp",-6.18188087223756
"p1k_00424","Lrp",-6.03121613691602
"p1k_00665","Lrp",-6.08130048870653
