,b2255,b2256,b2257,b4114,b4544
p1k_00042,2.841585859346982,4.380693163075692,2.456080440474309,4.94738946048556,3.897038813639185
p1k_00043,2.5444737229017726,2.3598270763410287,1.480705125258312,3.06447377898944,2.477153674611097
p1k_00044,2.228216182705871,2.268661587304486,1.1190838541135864,3.1060687751507925,2.084260249017585
p1k_00045,1.6924243752923849,1.4705480730352505,1.1519417051556575,2.234852865042678,0.9530669399825608
p1k_00046,1.3263282899948046,1.576481286257151,1.045617755737678,2.2482043648950683,2.060743667378904
p1k_00047,2.7369700154210905,2.3814012236820665,1.4705838720161657,3.398918567046026,2.299808967670668
p1k_00048,2.523840924724906,2.652120004058607,1.561520342500013,2.601770436438787,2.0213222055713835
p1k_00049,4.7072097452710295,4.715068660573212,3.239073379502285,4.827237293889598,4.458878429891943
p1k_00050,4.097548059305881,3.4963359445870825,3.5194195524066987,5.972517436201939,2.870203369891559
p1k_00051,3.793741932658856,4.450376070778911,3.4175124936343764,5.368358627617813,3.410180281925226
p1k_00052,3.0227244958328985,4.347837541326075,2.7646444153524854,2.847790360469725,3.0497021862588767
p1k_00053,3.233197838984629,5.095210413025181,2.583003572822942,3.648037914032423,3.822238052534278
p1k_00054,4.88390544583125,6.154513487099053,6.559953902926891,9.819109253411424,3.952536166243816
p1k_00055,4.830392039832974,5.164043904735341,5.276021830445302,7.89779214070679,4.673497212741691
p1k_00056,3.964148493175401,4.289291957038493,3.881227731740875,6.01315367624167,3.7269629765941454
p1k_00057,3.855103339788121,2.8754839288661707,4.407680674413773,6.522381755011434,3.8146128314892382
p1k_00058,1.937413640876576,2.0951821932090517,2.7335294582129617,4.033684204884479,2.799241804732726
p1k_00059,1.8846979475782213,2.5529598015413217,2.243699596601757,3.833849476663376,2.727604857993362
p1k_00060,2.3639518321817365,2.726524967212149,3.771039972688976,4.300600326246395,2.8295614274838936
p1k_00061,2.519560039997845,3.075863415541429,3.992223877601312,5.399640180023872,2.2623858633123337
p1k_00062,2.718285098646193,4.224972015207117,2.3905159936328118,7.27635571796185,2.565035438983515
p1k_00063,3.1145093607641074,3.0766187870362587,2.792745842042136,4.737375737356707,5.275284313406398
p1k_00064,19.90368588644405,13.26738646133406,4.212148956295077,5.854341361583991,7.198953699109798
p1k_00065,19.00766346998894,15.00747028709354,4.258292304600351,5.6354747103331375,6.752255925834854
p1k_00066,19.15407719935965,13.798946968566128,5.488051470110621,6.148291224903706,4.615871927946766
p1k_00067,19.556737960350397,14.6334152039627,5.357506354228482,6.77451471605027,6.554722797756843
p1k_00068,5.667304963743706,3.703598444096461,5.391702120340549,4.738211210221585,3.1194885639092145
p1k_00070,4.097770870837679,3.2175665745408786,3.722469223516995,3.801430079437104,2.7414864851069
p1k_00071,3.588723338899671,2.855859157138513,2.824074482630019,3.769998450409388,2.3793629286438827
p1k_00072,3.7912368070755216,3.344189059119125,2.182192265213747,5.282675341136512,3.449156883047745
p1k_00073,3.3671546110043407,2.6316806252117084,3.63544029693602,3.725359882293705,4.176588005203488
p1k_00074,3.2626032360576525,3.017312162886645,3.011683311893289,3.175896668544723,5.585413000830039
p1k_00075,3.077912734044948,2.6382434806398023,3.491932873830958,4.350655318152609,2.837909697570567
p1k_00077,2.9051332925559987,3.296445294269697,3.369158309060323,5.683537665436426,3.0932075863610917
p1k_00078,5.5520771430215206,3.076426377364368,4.080389648499851,6.393755369769277,2.3341694364219268
p1k_00079,1.8636395459498665,2.524954072870068,2.5525343661198328,2.264948274872191,3.033366210840707
p1k_00080,5.602543228782595,4.665635035821226,4.693894971104487,4.265424524023353,4.60636774685585
p1k_00081,3.501450566149809,2.843121375844148,3.1820236469948,3.9401633194132506,4.433785604687031
p1k_00082,3.691509372679383,3.66471441892844,3.4717233672555663,4.483142848825933,3.1357238859328818
p1k_00083,3.459462804861114,3.693711834157486,3.756877197971747,4.6648963710645415,2.970184272078988
p1k_00084,3.3596203764646497,3.2260360683929767,2.6011751097015323,5.118183361214093,1.3465026475221
p1k_00085,3.481931474309447,3.583270182654936,3.1968138374929675,7.600215481699805,2.1776114088779903
p1k_00086,2.1459683514300143,3.2071997263381866,2.142479229440331,2.689944751089108,3.661365423827517
p1k_00087,2.478364249571218,2.5121533217757737,2.3508372895521643,3.0307766865595247,4.292130102365455
p1k_00088,2.8440337067378394,3.313883831179521,1.894548597208216,4.345379742228019,3.1813557070982164
p1k_00089,2.7941575507024594,3.212760147090316,2.2865021298514825,4.679870714001951,2.278418226519158
p1k_00090,2.718961046351828,2.4244503823081773,1.4481671475594566,2.9785402451922787,2.813421132550609
p1k_00091,3.0648036849670173,3.135815685816532,1.7735403431764771,2.89042153063302,3.237384183013287
p1k_00092,3.5698685210631944,3.315018235627835,3.769050927861922,5.029587753752654,3.700055275577676
p1k_00093,3.3035884904660016,3.552931498798812,2.401574387524319,3.74981132893534,2.197156975437573
p1k_00094,5.580931587235249,3.8214154311070745,4.89496047280891,8.510489502022414,4.616285424686042
p1k_00095,4.646749307711663,5.694549214692345,3.613164559545429,8.502163657080342,2.776813402359917
p1k_00096,2.875569058854553,1.954283429668712,2.233616422487496,5.320690853573591,5.028411363990238
p1k_00097,3.5346185702146964,3.67911772465022,2.807171004083527,5.058579110750776,3.945760889923541
p1k_00098,4.221137838999228,2.152057576485524,2.602556397279928,9.14520795104842,2.1984634163423125
p1k_00099,4.315471821373416,4.944680633974463,2.8591074185683363,8.88622025428413,2.1638423668448814
p1k_00100,2.4980394323024684,2.594619899444888,1.7381220632732024,3.5100502722630957,1.7098211697716543
p1k_00101,1.8234239214549568,2.133112294949459,1.1876527873327938,1.702094324288332,0.4061085435391514
p1k_00102,1.9640942817304656,1.6116642084623964,1.1422898172364762,3.552904758854508,0.7060332827239327
p1k_00103,2.852815835984769,2.733979632977488,1.5754054677548244,15.44657297302956,1.22343459052079
p1k_00104,3.104112668950581,2.876793626109428,0.9563936205772172,15.336928317909203,1.7502287304858035
p1k_00105,2.4196461179025546,3.163505261881506,2.3914417085069526,3.500622438465818,2.762401116674753
p1k_00106,2.033565474002702,1.8217196007836316,1.8234699311970368,3.2204555635982954,1.8820131552197343
p1k_00107,2.085767617897543,1.9449029600939167,1.9812965577446535,2.6568569792809527,2.3336266799083294
p1k_00108,2.7194306204970684,3.468122785084553,2.794106898045413,6.693680156464588,1.445458834389168
p1k_00109,2.09734131808194,3.0800048068864667,2.8444434790014634,5.944265097700854,6.679316136232366
p1k_00110,3.429809354230352,2.544490254066712,2.4368909847660274,6.3900000324560615,2.944593596324179
p1k_00111,3.9783295111055454,3.8870532331374825,2.614735444743252,5.824323044720218,3.409943068266239
p1k_00112,3.3968480132824794,3.3301322710496266,2.1456089718684503,6.150962312729508,2.38638123188262
p1k_00113,2.4197938627191085,2.65682886935526,1.8768311249354628,3.9295297450090216,3.1583658888063235
p1k_00114,2.552543170966888,2.4905364377679717,1.9749226463434224,5.227860049447105,4.14708264577326
p1k_00115,3.1954910009298176,3.1864786169641377,2.721987868544512,5.043778703126344,4.735667491046425
p1k_00116,4.3476652550198205,4.613326206771681,3.2586359176602024,3.392803429859915,5.46726645672845
p1k_00117,4.055059188562894,5.540482698980736,2.8334134082138807,3.818298468131051,6.607126956554775
p1k_00118,4.372174264319433,4.096448559428943,3.348915766131641,3.6825501348881526,6.462968757359991
p1k_00119,4.589289185970103,4.3480000034199975,2.5415132267555416,3.7690358498077936,6.5213142739586045
p1k_00120,4.371096051213816,4.350137032117847,2.939811765369936,4.275880388976681,6.274103208083919
p1k_00121,4.391833452894543,4.4573032694749095,4.478407645554476,4.09329171806106,7.363823151241112
p1k_00122,3.603173298737237,3.8092987410942434,1.8384625949375888,3.719837545111408,6.665227217011372
p1k_00123,3.892609902784758,4.632118449654793,2.62690629741982,4.862957430413907,5.722012143842118
p1k_00124,3.77760192669782,3.7695486237131903,2.303579097017892,3.867013142236756,5.843687004167334
p1k_00125,1.7437850284394527,2.133945852987541,1.7662260074354708,2.0779480126736445,2.4029886987625435
p1k_00126,1.0771828931134702,0.8726464430902834,1.0092043654409733,1.5958593934751824,1.5395712819267782
p1k_00127,1.234922827863174,1.020481130111345,0.8080913866639142,1.347632288840329,0.6240626816050235
p1k_00128,0.6296821467044827,0.6464139937929777,0.6649121409996617,1.4124903023138096,0.5461125201641039
p1k_00129,1.3235320753674789,1.5775390158230786,1.876170434932512,2.914411200120567,2.4618154743342706
p1k_00130,1.584193803653537,1.0491557556120843,1.3421625893882634,1.964866536098344,1.550717535830363
p1k_00131,1.9981312373253857,2.0783882208104534,1.509431297103392,2.418716659092376,1.429871196818662
p1k_00132,3.264327906703598,2.1583905508747296,1.6312150215120724,2.5816161220206184,1.0055824110703275
p1k_00133,1.502714343908904,1.3332023952230714,2.15021039744424,2.100105766649353,1.8290616568365567
p1k_00134,1.4578054686374275,1.27619023886297,1.211935409543232,3.273831249204856,1.5500803150696032
p1k_00135,1.9606503230279344,2.588054832159695,1.516027362833784,2.276529347120483,1.6689784857321044
p1k_00136,1.829403933878947,1.987802955805344,1.6264365471373092,2.390104214207565,0.9748061671700418
p1k_00137,1.6033717877276938,1.8356507424697135,1.9080527981121969,2.774380969057409,1.420066040837627
p1k_00138,1.7883086810685571,1.5083375958570795,2.731453706475225,2.1237213729551176,1.8912000929045767
p1k_00139,1.4784181029473076,1.6663248361458274,2.141098856773345,3.389675301306084,2.175498925775112
p1k_00140,0.8357266781132802,1.1138806988888366,1.4348175212879497,2.0718691683425825,0.8970771051915996
p1k_00141,1.9147699148379167,1.7553044780120168,1.7178965708979754,2.594409951086317,2.845504106494389
p1k_00142,3.2074717739049854,4.120170381662501,5.011340967896353,2.7573863545778043,7.598106819176339
p1k_00143,4.553807016431894,2.9773564122430822,1.046727089444436,1.5540609008760686,2.5977087442020856
p1k_00144,3.954988776193223,5.676076019518772,4.626868981957649,2.368210517899683,4.740744932612396
p1k_00145,8.655744260819507,8.38807177016722,5.715658097266291,0.9931801463689612,9.075356443626733
p1k_00146,1.2286805028141328,1.7954498585704357,1.7189660994264166,2.9888122174157963,2.0640962850061637
p1k_00147,2.4791364240984395,3.586560766950286,2.3085152982764687,3.835734038577306,4.876532384311297
p1k_00148,2.201379557811963,2.658712062805736,2.34307262479164,2.086014287965157,2.07952749994605
p1k_00149,1.810882747465616,2.13104257681932,2.2403253483218077,2.094805999111409,2.296480129396837
p1k_00150,2.2745408552230275,2.330011832763334,2.263127593495724,2.7811429938991226,3.918537179425496
p1k_00151,2.1271607873091614,2.994109608275052,2.1051273120790825,5.686404335746864,2.48531354685374
p1k_00152,2.1024910330226567,2.854979163692928,1.878727581710984,3.9554246893402616,3.440846984692866
p1k_00153,3.232862189392487,5.513954002839285,4.427006166477844,5.275175521242237,6.851283755088319
p1k_00154,2.98901936633826,3.5142646634095627,3.1514432424451604,2.51836734580964,2.251304677762048
p1k_00155,2.3969929960889864,2.480439600377525,3.3484141285035323,3.72026245791807,3.124729720516782
p1k_00157,1.9635675466319416,1.5792184516384329,2.378475749627205,4.428361690894101,1.8691655264152105
p1k_00158,2.294919687838709,1.827891603979573,2.740731387468551,5.024649588782774,5.063248118330587
p1k_00159,1.1906890333319289,1.5760341517483876,1.3642203155039794,2.0693205657646567,1.233140547382534
p1k_00160,1.628323650493257,1.225069475996516,1.682934600428997,1.7063136608021054,1.7215095777807992
p1k_00161,1.3013265387570436,1.5354938324327398,1.2279550134055643,2.8855617699958764,0.9577140703127196
p1k_00162,1.3525549773309962,1.6141204948551322,1.214861263294947,2.3747967955350573,1.0652224345896009
p1k_00163,1.4336243884753153,1.897665254615368,1.325359145677791,2.096898560715355,2.304462824715784
p1k_00164,1.5845734848654585,2.0904913335752497,2.190722367977715,2.5264399465184297,2.34749070667369
p1k_00165,2.82548127361565,2.716747034308768,2.8930770712215645,3.948908239812972,3.072741985233319
p1k_00166,2.390840844149283,2.521713917329349,1.7089560238845152,2.6773241971888724,1.5962308107189982
p1k_00167,3.286649415737269,3.628339874289957,3.9565948559272623,8.82836112554873,7.464873033759323
p1k_00168,3.369100032756939,3.7339238528378327,4.843928614379068,10.896524612612374,6.420141316589158
p1k_00169,4.2434714130520845,6.307824864306504,7.37159029617585,7.188886102604483,17.531728771482115
p1k_00170,4.579226387057755,5.778112363884127,7.212166698977605,4.571582231060513,19.66080978925693
p1k_00171,1.9454741951889372,1.688514668604855,1.7509731267223947,2.091398541845319,2.5999521853729046
p1k_00172,1.6815880854185656,1.60454695683548,1.684288016342132,2.1462959474968493,2.265639633904125
p1k_00173,1.2851454951776953,0.9452628722097864,1.0103075472779983,2.058605613155274,1.6277948211407616
p1k_00174,0.9399710657796068,1.3553092781420588,1.212863227169939,1.9186160721086185,1.349452603721824
p1k_00175,2.1978655811972403,2.2647175239175583,2.28565023515049,2.497339228570085,4.406694839611557
p1k_00176,2.2978422390034514,2.395980054727447,1.817684676249512,2.9630718122281614,4.923142587428288
p1k_00177,1.5452225231006722,1.7157804762180071,1.5297699937544242,2.493922194321879,1.686389503582357
p1k_00178,1.5280618068502898,1.4374093140476725,1.6409174287351154,2.075843357528922,0.970054550917299
p1k_00179,2.1443089226446186,2.7615787503523426,2.4133816381411504,4.759105470107244,3.386491419867999
p1k_00180,2.412964697357044,2.8133913135013047,2.404509516362181,4.533391590896256,4.175252997020405
p1k_00181,1.2482691603200289,1.3084488019099,1.3076377275507554,2.5017462515777527,1.744637125673723
p1k_00182,1.341756160896188,1.614956570603782,1.2286070594365068,2.4584997177009305,2.1657489299750785
p1k_00183,1.94799480029914,1.8883022973488583,1.4647213509571888,2.6346645798526827,2.365711592909776
p1k_00184,1.648605601090135,2.063116354014821,1.9725493109086083,2.0763618251697884,2.083311315118922
p1k_00185,1.4565696457858517,1.3806039772270409,1.4063425716649876,2.5769196513461976,2.1729912097541733
p1k_00186,1.491813992267092,1.405964110242452,1.5721005206884326,3.3490479906675645,1.6739060341533167
p1k_00187,1.117854779221233,1.5652340310276318,1.1860729456586,2.433212583798648,2.128391248374297
p1k_00188,1.0166385922054066,1.6220166068326696,1.369052228904593,1.889150320950563,1.5479728245932862
p1k_00189,1.3147697188970229,1.6465800544723546,1.5685135964017018,2.335082362908768,1.7711117712462368
p1k_00190,1.2379001261221734,1.0467302887000125,1.1063470365274075,2.540615004980123,1.6286028244799526
p1k_00191,2.9724623581859277,2.4232773101855187,2.238499771538699,5.104196297762917,3.875760640656676
p1k_00192,2.5708252502759428,1.934957836078752,2.2610145655172174,4.711698127516871,4.095117861105214
p1k_00193,3.1932487967314303,3.1546666197487485,3.2971128411936186,6.016686410464007,6.698253233677117
p1k_00194,2.994363634645778,2.9667116332129084,3.86111806879234,7.235722328657998,6.34324727288264
p1k_00195,3.829141459560293,3.678881461529101,2.898911006764932,4.06425357959327,4.126096733174434
p1k_00196,2.8324984223673373,2.9994926004934683,2.6078411099571737,3.267487992828286,2.586337983802393
p1k_00197,3.500588613964001,2.996503629777204,3.567241458817361,6.142317425512651,5.566410249403161
p1k_00198,4.112313784183074,3.557254661063024,3.5292074951896013,7.019263483373326,4.738089732913722
p1k_00199,2.9860812528467875,2.785188798919704,2.3048892615372365,3.810892117523079,5.403751608279007
p1k_00200,2.763967660059221,2.9310006185708684,2.729568909139421,4.869654770658635,3.884862829612394
p1k_00201,5.536523817004518,5.8802636650816815,3.144501642136649,9.525218436481904,5.126273415756353
p1k_00202,6.377282776613153,5.349899556864524,3.2893004174412184,10.35587773577317,4.066601988567867
p1k_00203,2.7565489956306344,2.422625000523263,1.6765374918482223,4.101189434542266,3.638849888017244
p1k_00204,2.81755486473906,2.6566675155902884,1.6286096512839163,5.017022236691678,2.7468805296531333
p1k_00205,2.704318310784871,2.842518271133996,3.031903376285265,5.087128371677212,4.528472314608445
p1k_00206,2.260399784094301,2.606510311812253,2.1183182310016235,4.951570685729752,4.729173796111948
p1k_00207,3.0619699247867898,3.0536787400855645,1.866429544961299,4.485101164571255,3.1104717889512616
p1k_00208,2.773576370198247,2.847096546625562,2.498996108802909,3.1869055958561114,2.4761496049774934
p1k_00209,2.5507038804867523,1.925840848126134,2.481179515070263,5.997562523787364,2.663754162631494
p1k_00210,2.207895038928716,2.048218420534761,2.6614699015891974,6.168665086150932,4.67737805946815
p1k_00211,4.272089905059872,3.7265414804244834,3.190315998563129,7.703915779589103,5.497301085477251
p1k_00212,4.596119231364728,3.561707323255028,2.9575166672986306,6.465513451079826,3.5876494609401632
p1k_00213,2.446743207486185,3.45790161457325,1.9926418018490544,4.240550463833868,2.714818900917117
p1k_00214,1.9485811901364545,2.149557108163481,1.6365283423146717,4.484758608882194,2.033344475434081
p1k_00215,3.5527224927571166,2.588658818246982,2.8740952644476674,4.392433509224883,4.139567999201004
p1k_00216,2.8755615764193223,3.339258713629762,2.566060013991048,4.771895089121335,5.360304920110382
p1k_00217,2.951756137452982,2.8766327992026715,3.0003299158815206,5.133580753553934,8.677923814759518
p1k_00218,2.416727509102941,2.4697333241716244,2.6821192899859208,5.213206239574613,4.197356914934744
p1k_00219,2.022689043693344,2.503333207500988,1.866358110228775,3.052634039377476,2.3829094830395654
p1k_00220,1.8251912017904008,2.489155440963924,2.102599833965424,2.6698373866193186,2.7564205770458505
p1k_00221,3.166179274159759,3.801445225162989,2.964188736139654,3.3955694153004816,2.975556721677121
p1k_00222,3.567102283745024,4.1169614207327285,2.9356996208915134,4.488700525254,2.0576376849494107
p1k_00223,3.366525214911873,3.414047520416896,2.494896589835349,3.087495751498189,2.629286016723458
p1k_00224,3.228361970315693,3.697354870734722,2.455210154892044,4.00618789955688,2.852976905447504
p1k_00225,2.779134623440677,3.6751348256647303,2.7109595631451,4.582122610682315,3.846744036584702
p1k_00226,3.353481951586024,3.2085169517022614,2.830249929402203,4.270893119453831,2.623540876868
p1k_00227,3.1724671017440214,5.153318816924448,4.368743209332616,4.907182094260674,7.789629936422059
p1k_00228,4.164745224825486,4.71669312971729,4.555809871407099,5.909414922192574,6.349004724585665
p1k_00229,2.521867438222748,5.019209801193592,2.9054816718778183,4.949051443339028,4.844211918084319
p1k_00230,3.0676670466499685,2.7658477078502464,2.7445232233003,5.476455624722689,4.021815931235729
p1k_00231,2.159535294478821,3.0891438928241755,2.261289918602863,4.825384625770187,2.3804536519152197
p1k_00232,2.2931963843908783,3.150572095150254,2.3571536416995422,5.2049272917990965,3.2938323319348117
p1k_00233,3.973063463731157,4.798221467706303,4.6876350990532965,6.887091333367608,6.730582391981828
p1k_00234,3.0097816408502136,2.7373344656387824,3.143595389435223,8.022664839655715,5.539983842020749
p1k_00235,3.3252450298651217,3.607452062146224,4.1859406105083465,7.022953585635331,4.047895085962942
p1k_00236,1.883018537201902,1.9105593962703284,1.8034603098925264,3.912456653850864,1.5954491141539011
p1k_00237,1.5295933343715136,1.7207714997997174,1.3460196561324025,5.103556501468048,1.019086526087791
p1k_00238,2.8154358796489363,4.336710371204742,5.368589489168817,3.22035202905729,5.984803901510897
p1k_00239,3.0592673069101988,4.319078100286941,5.648512065639513,3.837109552211506,5.015113290760784
p1k_00240,7.333991843210289,9.682498807024844,6.5569393528808,13.036003798891445,6.628580472160666
p1k_00241,2.790872870630613,5.064280252990262,3.803129263074835,4.564401705702652,5.481715321393329
p1k_00242,2.974209924065616,4.627179598530194,3.421818401647068,5.419347777068613,7.633178038144174
p1k_00243,1.730492121755727,1.9769096046510568,1.7892423297236788,3.094781080974526,1.489155399039556
p1k_00244,1.712228358343025,2.429074870788226,1.3676611128445637,2.354095183874193,3.3457172606938697
p1k_00245,4.31045042915208,5.620609427678614,5.574345573466112,4.568422244492674,5.261105036989401
p1k_00246,6.178957380700621,9.83878266481752,6.3873592385326425,9.042242846651712,9.395560129511145
p1k_00247,7.294064911024641,6.568510735781459,6.192498156573184,11.87300808860135,3.949129864111535
p1k_00248,5.14117502782227,6.90556450537396,5.588374887644124,8.204712517733759,7.420130609716639
p1k_00249,9.153800827658998,7.922100302699899,5.947623611551528,18.10311101781928,7.115943227377481
p1k_00250,17.36982558467514,16.767226488463354,7.810322842946669,28.896107410312226,12.194251181979194
p1k_00251,4.315021098358835,5.734937252854953,6.930920479142536,7.799661246710172,10.547992654304824
p1k_00252,15.989057457924003,16.228346667412527,11.166036104757191,19.32125770586773,13.50056315781633
p1k_00253,1.6691481067379963,2.494903546077132,2.515447497568034,3.505760121847416,3.356769106568594
p1k_00254,2.569502973195996,3.3806617007887856,3.639774989682334,3.752517691380516,6.061932049517177
p1k_00255,2.8855529254831898,2.923903090362063,2.474566987406056,4.4299445467623375,2.832370191792574
p1k_00256,2.758463355927704,2.1547904831571323,2.133071901790872,4.200981071674446,3.417030801639339
p1k_00257,4.080988976168282,4.095301341432422,2.850265169176076,6.911440841949645,5.913440402175128
p1k_00258,4.428166256663415,3.810690240252341,3.49930551276895,5.96210279447927,4.5177171553679
p1k_00259,2.0540088724468006,3.2822338704572185,1.434583405849266,3.2580074334241638,2.382683079453268
p1k_00260,1.7874255358924078,2.989378865023456,1.5973246492395308,3.7693956234308543,3.5336941182653905
p1k_00261,1.857009428867549,2.199753590308523,1.1101151975712182,2.464117340744312,1.970402758257951
p1k_00262,1.778976351466395,2.635640607040145,2.0903950637490305,2.957123071003417,4.295087202564508
p1k_00263,1.3656580396900355,1.6415950746697652,1.9682885548199656,3.9589174758072905,1.448790693915026
p1k_00264,1.3128948039202608,1.5350046101346964,1.3883965159724072,2.1967996024251475,2.1221705208778063
