"sample","gene","Val"
"p1k_00327","b2257",0.0147387276427321
"p1k_00327","b4544",0.239774699295808
"p1k_00327","b2256",0.0147465581285879
"p1k_00327","b4114",0.0238038829622745
"p1k_00327","b2255",0.0051852280307954
"p1k_00010","b2257",0.0216415709266308
"p1k_00010","b4544",0.352072532107656
"p1k_00010","b2256",0.021653068799388
"p1k_00010","b4114",0.0349523672561594
"p1k_00010","b2255",0.00761371557432562
"p1k_00989","b2257",0.0319392572802603
"p1k_00989","b4544",0.519598841619293
"p1k_00989","b2256",0.0319562261739424
"p1k_00989","b4114",0.0515837160866592
"p1k_00989","b2255",0.0112365419964903
"p1k_00654","b2257",0.0198619775152061
"p1k_00654","b4544",0.323121493358828
"p1k_00654","b2256",0.0198725299141493
"p1k_00654","b4114",0.0320782227361691
"p1k_00654","b2255",0.00698763726797409
"p1k_00032","b2257",0.0716679530577798
"p1k_00032","b4544",1.16591895244425
"p1k_00032","b2256",0.071706029268043
"p1k_00032","b4114",0.115747818135062
"p1k_00032","b2255",0.025213484373475
"p1k_00248","b2257",0.0566397249704473
"p1k_00248","b4544",0.921434560172715
"p1k_00248","b2256",0.0566698168871996
"p1k_00248","b4114",0.0914763754981785
"p1k_00248","b2255",0.0199264072647498
"p1k_00356","b2257",0.0153198695636006
"p1k_00356","b4544",0.249228916288083
"p1k_00356","b2256",0.0153280088022675
"p1k_00356","b4114",0.0247424601993433
"p1k_00356","b2255",0.00538967942246242
"p1k_00151","b2257",0.0237858905203709
"p1k_00151","b4544",0.386957062051235
"p1k_00151","b2256",0.02379852764101
"p1k_00151","b4114",0.0384155652933571
"p1k_00151","b2255",0.00836810810629752
"p1k_00529","b2257",0.0112162389204397
"p1k_00529","b4544",0.182469639141785
"p1k_00529","b2256",0.0112221979558701
"p1k_00529","b4114",0.0181148634407877
"p1k_00529","b2255",0.00394598216753409
"p1k_00586","b2257",0.0062381770140231
"p1k_00586","b4544",0.101484812932885
"p1k_00586","b2256",0.00624149127276094
"p1k_00586","b4114",0.0100750104852491
"p1k_00586","b2255",0.00219465147184036
"p1k_00051","b2257",0.0327000708740601
"p1k_00051","b4544",0.531976019289951
"p1k_00051","b2256",0.0327174439776733
"p1k_00051","b4114",0.0528124732889032
"p1k_00051","b2255",0.0115042036338045
"p1k_01001","b2257",0.0339004854068806
"p1k_01001","b4544",0.551504776494395
"p1k_01001","b2256",0.0339184962744344
"p1k_01001","b4114",0.0547512109966701
"p1k_01001","b2255",0.0119265211658897
"p1k_00932","b2257",0.044073787568508
"p1k_00932","b4544",0.717007561115866
"p1k_00932","b2256",0.0440972033733545
"p1k_00932","b4114",0.0711816722864985
"p1k_00932","b2255",0.0155055880170391
"p1k_00027","b2257",0.0386632992792734
"p1k_00027","b4544",0.628987873525368
"p1k_00027","b2256",0.0386838405651622
"p1k_00027","b4114",0.06244342614154
"p1k_00027","b2255",0.0136021255053708
"p1k_00060","b2257",0.0224718366896429
"p1k_00060","b4544",0.365579581595745
"p1k_00060","b2256",0.0224837756713256
"p1k_00060","b4114",0.0362932936596723
"p1k_00060","b2255",0.00790581116166103
"p1k_00286","b2257",0.027671890425815
"p1k_00286","b4544",0.450175847375006
"p1k_00286","b2256",0.027686592125435
"p1k_00286","b4114",0.0446916760393357
"p1k_00286","b2255",0.00973524074663188
"p1k_00282","b2257",0.0120057298591004
"p1k_00282","b4544",0.19531334973898
"p1k_00282","b2256",0.0120121083403458
"p1k_00282","b4114",0.0193899361851384
"p1k_00282","b2255",0.00422373277426445
"starve_series__t05_starve","b2257",3.92254139737686
"starve_series__t05_starve","b4544",63.8132549043461
"starve_series__t05_starve","b2256",3.92462539035615
"starve_series__t05_starve","b4114",6.33512733264181
"starve_series__t05_starve","b2255",1.37998829333572
"p1k_00474","b2257",0.889281544263954
"p1k_00474","b4544",14.4671385504805
"p1k_00474","b2256",0.889754007472652
"p1k_00474","b4114",1.43624024497178
"p1k_00474","b2255",0.31285791435737
