"gene","iM","Val"
"b4094","Phosphate-2",-8
"b3452","Phosphate-2",-4
"b4097","Phosphate-2",-9
"b4098","Phosphate-2",-3
"b4106","Phosphate-2",-8
"b4102","Phosphate-2",-4
"b4100","Phosphate-2",-10
"b4099","Phosphate-2",-5
"b4101","Phosphate-2",-7
"b4105","Phosphate-2",-5
"b4095","Phosphate-2",-6
"b0400","Phosphate-2",-4
