,b1002,b1620,b4118,b4357
starve_series__t00_growth1,25.42880967938929,2.0970784894493137,6.316595099211933,5.226440960252696
starve_series__t01_starve,374.58408699431135,4.525684023102989,76.89869293218023,76.4316841645385
starve_series__t02_starve,776.190969068489,4.917158671137405,125.39434253732198,112.7450145952332
starve_series__t03_starve,699.4804319360252,4.052715436821411,65.75632203079363,54.23169651951009
starve_series__t04_starve,748.9461582510519,3.016992739042819,46.0766135252318,38.6235857528916
starve_series__t05_starve,887.7947897530169,2.444033123119605,48.59588336250719,24.703843597825514
starve_series__t06_starve,798.9453292861722,2.6700178609561878,51.63695670457874,20.92589232693339
starve_series__t07_starve,715.8382603870699,2.324487179788417,50.88396455907415,16.917794536596542
starve_series__t08_starve,767.553958495777,2.4558117652864704,56.25405642666485,18.703120719098504
starve_series__t09_starve,718.7075889859118,2.0865543728707734,62.59178580270718,18.02727156045124
starve_series__t10_starve,768.4056492731293,2.6379865680086625,62.98977500759536,17.677009346408262
starve_series__t11_starve,893.9118263957079,2.7415577221402296,68.55870877062605,17.735587200607284
starve_series__t12_starve,712.8336135610023,2.7047821047488503,60.167501345055,25.096654716413788
starve_series__t14_starve,735.5037011908678,3.11278018197025,58.57119363195042,27.091321306896432
starve_series__t16_starve,543.7266764381866,3.449915153960884,43.14818030825452,27.87101165619378
starve_series__t17_starve,427.4542117865671,2.1555825418508494,36.26525848081942,26.90330361194204
starve_series__t18_starve,363.39734096023176,2.617240315604404,36.81860475724076,29.060381848065
starve_series__t21_growth2,5.959461726032144,1.667788817326603,1.185134567381355,1.0551841383366145
starve_series__t22_growth2,7.960871568782175,1.9231446108057249,1.420266333871634,1.2243552333726075
starve_series__t23_growth2,11.480889759819249,2.493291592711335,1.0327112161464416,0.9910138000471264
starve_series__t25_growth2,20.152142284408363,2.1202456073607605,2.980528155272381,1.949354585375051
starve_series__t26_growth2,18.399895695361558,2.134459961030974,6.308653959072935,3.8083496186851593
starve_series__t27_growth2,17.524278896069244,1.7316622780275088,7.671308323475021,7.418325096118688
starve_series__t28_growth2,25.634661727470107,2.7793408268662643,11.884316287157734,6.942837485615112
p1k_00001,23.123169276639786,1.3841875666266317,11.197100164274987,4.43032657856009
