,b0115,b4354
p1k_00723,6.832859453455142,0.9039693476327504
p1k_00929,14.518035205903097,12.932455644661346
p1k_00805,8.214733867689679,0.4874383627573799
p1k_00412,5.118653800082961,0.7211845827579466
p1k_00143,5.746934227900808,4.191747934306804
p1k_00470,12.64562583537542,130.21998721547155
p1k_00545,11.930733216000368,2.9464091789012063
p1k_00974,2.839730319502515,1.0607555107338138
p1k_00928,20.006384289470446,14.431499034097692
p1k_00938,1.9050296293512508,1.6737803303907337
p1k_00056,2.4727236533347297,2.754881722490171
p1k_00242,6.299266352001768,0.9843987566879676
p1k_00658,15.144868569135763,50.5427465423579
p1k_00248,4.917032943329202,1.8377463608269025
p1k_01023,4.204650684679383,2.000924751601316
starve_series__t08_starve,1.094963254035333,1.0189621539584397
p1k_00235,5.000250603689833,0.995913843152204
p1k_00388,6.122969267934014,0.4352994763602633
p1k_00095,3.8813739502795466,0.8802841006638868
p1k_00657,12.53490200997294,35.111155940864414
p1k_00693,8.931603455955159,1.0794942462549943
p1k_00005,6.562610242158797,2.138845376809733
p1k_00698,13.272911022579253,29.19333923809321
p1k_00009,7.964375378330827,1.1754540658556063
p1k_00386,23.255199689015527,8.656507242469086
p1k_00727,5.828458376684162,0.9475516641208498
p1k_00622,13.492163984110066,28.95726758691556
p1k_00751,7.046983015965152,2.80264373206627
p1k_00174,5.565264399457057,0.8811007996106305
p1k_00007,17.902635643871218,21.300016925843487
p1k_00102,10.09362741112074,0.9083604910246152
p1k_00911,7.226317428618486,4.731911519084462
p1k_00112,6.3142215323664,1.2867898806557363
p1k_00639,12.767884077052848,25.604768048234185
p1k_00171,15.6845005361981,1.390762564924631
p1k_00981,3.811801444816629,2.4901752757067257
p1k_00361,12.413780728454098,24.79323141786251
p1k_00615,5.647496552838051,1.415833893774203
p1k_00991,3.181385553995793,1.985785396345727
p1k_00071,5.682953540318354,0.9498758480173612
p1k_00877,2.297402095963275,0.4752175218120165
p1k_00976,5.511233189532833,1.198486407798061
p1k_00016,7.363706002901251,13.659385422934248
p1k_00371,17.7192704824942,3.2043445979892127
