,b1849,b2499,b0523,b2557,b0522,b4006,b4005,b2313,b2312,b2500
starve_series__t28_growth2,0.4028962970747254,0.5136967963172837,0.5510839044853784,0.5784019018514488,0.677500540157166,0.4584411368712998,0.4991538176849167,0.5596790687004248,0.4825614044758797,0.6180716732626251
p1k_00001,0.0321538458448172,0.0726858300112776,0.090118595377767,0.0472134401114255,0.0634142130114755,0.0516453751286804,0.0343231740884801,0.1070158304102612,0.0937482680763486,0.1950070159118135
p1k_00002,0.0393579441974955,0.0748573077648933,0.0801748341547309,0.0523862986974805,0.072148236714964,0.0545181210777682,0.0436764115598642,0.1029320362154625,0.1016612077372135,0.2069319261884619
p1k_00003,0.0396295097409978,0.0659620306193961,0.1434165227406975,0.0622347073218795,0.1000608866574786,0.0604485848388,0.0410898501883035,0.065561581577773,0.0899283026639304,0.1016448790396221
p1k_00004,0.0382924937053467,0.0625716247226065,0.132988880569032,0.0611062155463328,0.1070629795863916,0.0544931681131541,0.0376110980397274,0.0615285602552622,0.0832340397613265,0.0970630838444922
p1k_00005,0.033044245305217,0.0630085103764438,0.091918613748843,0.0419479659930795,0.071600498310901,0.0486519239879297,0.0334790484363381,0.1034019890113218,0.1016231481250857,0.1716017112081438
p1k_00006,0.0338529650790356,0.0627607676066289,0.1009920589498091,0.0433767470280509,0.0699120878614507,0.0514673021618686,0.0326759092842185,0.1049409627384131,0.1077730003351946,0.1755986411572429
p1k_00007,0.0345671899270353,0.0759910302079101,0.153412506886855,0.0642095747880723,0.0977745020835627,0.0671797542181233,0.0507059880699971,0.0714765047787993,0.0900889158650069,0.1211277914388011
p1k_00008,0.0341832327768865,0.0765110304132281,0.1447956594425072,0.0654290521773703,0.1231123525119802,0.0709958505807467,0.0472287570011281,0.0762447724528337,0.0937925597654542,0.1180527284572248
p1k_00009,0.0442436514803658,0.0742365957127275,0.1271800856810138,0.0544794753070431,0.0771960857564816,0.055680302639301,0.033240393456644,0.1041204087929542,0.1191766055848979,0.1759515753176504
p1k_00010,0.0420698507090712,0.0723525054529723,0.1231294727241415,0.0518207848966514,0.0734812551628001,0.0538664993651775,0.0343542739419731,0.1108918642179004,0.1101532203216128,0.1657240312644063
p1k_00011,0.0330350824798143,0.0740857447918315,0.1092830128072721,0.047451981816481,0.1019297909796532,0.0568081819912159,0.0438548183078281,0.110593287912889,0.0934285107566433,0.1754564606638977
p1k_00012,0.03605578571619,0.0741115202736999,0.1142701708798649,0.0498044238796615,0.1027886685934404,0.0606546027963459,0.0449510577381856,0.1161835183461973,0.0987924225245762,0.1816932053677217
p1k_00014,0.0350273873047663,0.0810475060813066,0.1149586141276919,0.0486182889697635,0.1071655205578258,0.0630885327238885,0.0466754419643928,0.1164759668952369,0.102323610151509,0.2107895218148829
p1k_00015,0.0372551359068112,0.0783338762062504,0.1146564125816149,0.050843738071964,0.1034077156328712,0.0615841161546099,0.0491268731744756,0.1219869324691551,0.1041627752325938,0.1863280099235993
p1k_00016,0.034297504617326,0.0799207828423541,0.1190717840336776,0.0474296450023044,0.0991862043363803,0.060151672918739,0.0446858471228714,0.1179238663135385,0.0989446781992811,0.1920286734279235
p1k_00017,0.0384943718097866,0.0806027692472249,0.1163084572346887,0.050951978592933,0.1037263951628408,0.0618750055078599,0.0485169238826512,0.1151152060287202,0.1001775128214135,0.1767810187098115
p1k_00018,0.0379881752421133,0.0788841703143989,0.1140740547211528,0.0512147907914897,0.0994349024799083,0.0628123087660708,0.0492216018851202,0.1106679637209488,0.1001743050084803,0.1761318788826319
p1k_00019,0.0476796315557382,0.0600151751525158,0.0796585272890928,0.0735335269445218,0.0675858370393337,0.0426473164534575,0.0332362210392476,0.0593997168868198,0.0572860955828222,0.0639631290209668
p1k_00020,0.0468900996924661,0.0707095010884987,0.0986736907676823,0.0723372593900391,0.0664248264808035,0.0435737156984888,0.031337093230978,0.0660727560518786,0.058558451434241,0.0625217679670506
p1k_00021,0.0394424758100164,0.0603542252736739,0.1163511672941727,0.0598932551524137,0.0691294467526331,0.0520685175551266,0.0375204902635948,0.0628137905498072,0.0600670093058957,0.0838898352795192
p1k_00022,0.0343639989474769,0.0645473006872664,0.1140932972379348,0.0575049756033815,0.0836497101112896,0.0497027609872558,0.0350185036583269,0.069770389342415,0.0607923049014884,0.0894198078976097
p1k_00023,0.0278410606222081,0.0554144331577645,0.0824217029030025,0.0682541685577989,0.0624795743940668,0.040338333952626,0.0345311924922696,0.0484344338767521,0.043707142704197,0.0669972430978723
p1k_00024,0.0261128346245683,0.0549981826396809,0.0762140181688107,0.0689968950317765,0.0623390355682861,0.0400019897182947,0.0362167070655206,0.0472291713030879,0.0488741743669521,0.0668537603603351
p1k_00025,0.0274957717110691,0.0481973545236468,0.0653171202887362,0.0771153243479806,0.0560993823051366,0.0349700388903582,0.0361657482086501,0.0582736649769857,0.0591528532510748,0.0753036969387888
p1k_00026,0.0253286973092728,0.0506927190728469,0.0616337103772187,0.0730847126812212,0.057088188232055,0.0362049515054968,0.0365031456833898,0.0609270410679625,0.0546548817553587,0.0780608628202609
p1k_00027,0.0348799200814747,0.0848391530303968,0.095531607718271,0.0553300039726108,0.0679144514772989,0.0367843421782868,0.0247288066263479,0.0975327673452146,0.0903535523674129,0.1211407517982086
p1k_00028,0.0345213501506742,0.0818490400329386,0.1017869762413068,0.0593029889848662,0.0710455198542444,0.0386824121843598,0.0265804950485731,0.0987586339453967,0.0963206147717024,0.1221837309781808
p1k_00029,0.0234695083856159,0.0788467327519944,0.0875136051065979,0.0531822582249598,0.0741253907838594,0.039205988507567,0.0268298001999967,0.0743642643379757,0.0746972444275934,0.1482095000413099
p1k_00030,0.0253118517396818,0.0834012858762528,0.0949228163678704,0.053000162778296,0.0710974488344423,0.0390682374201341,0.0274709588993614,0.077837147935542,0.0755976300554717,0.1475694189644973
p1k_00031,0.0421029364144054,0.1214099247332755,0.1045424888508382,0.0717070744941749,0.0939861994585208,0.0462690167041787,0.033332031667106,0.0907862140384412,0.0908331121114525,0.2102027103976767
p1k_00032,0.0397314611656463,0.105164907642173,0.0962247638793372,0.0658061641939877,0.0800984057117288,0.0431397238114256,0.0327506497736515,0.0911762374120687,0.0838118255020102,0.1750976817490518
p1k_00033,0.0457271600992228,0.1130298554656549,0.1569063047874684,0.0726592481523279,0.1075166838567959,0.0424853210942217,0.0303354936662358,0.0979785362248157,0.1177019711770599,0.1331754944819364
p1k_00034,0.0356341179915662,0.0967347583074497,0.1692597027914664,0.0686178640723468,0.1156512692271187,0.0385786782471951,0.0270103804916395,0.059434724368192,0.1006300090054371,0.0752670306363147
p1k_00035,0.0291152646495021,0.0758888719531424,0.1255207174837699,0.0521867236115369,0.096734512347751,0.0365130054457967,0.028816396581495,0.0774753316911976,0.0814000090157576,0.1046629664801675
p1k_00036,0.0307241270635964,0.0688340471646356,0.1252663873113672,0.0504570201761384,0.0876040946645903,0.0374577926549678,0.0288666358887171,0.0704563320979972,0.0795104501012738,0.1007201604841637
p1k_00037,0.0368275348023717,0.1016014477214393,0.1410343811179202,0.0586614843757209,0.1034793702593513,0.0444302822502843,0.0315222402375334,0.0836914404016609,0.0807493760354961,0.1441751965320895
p1k_00038,0.0372354455905736,0.1148732281224456,0.1254461790720884,0.0608089760904436,0.1125371379198109,0.0454213828753842,0.0342221930690637,0.0822868638667039,0.0802834645003824,0.146114605962306
p1k_00039,0.0265796497717721,0.0695543839958873,0.0956770634791227,0.0415598616451272,0.0756370870478281,0.03875825627966,0.0303348427281999,0.0927120223400031,0.0848334549779427,0.1197241750954299
p1k_00040,0.0299031834701683,0.0720353943049586,0.0989410129006952,0.0438404415703249,0.0788675493543268,0.0426835304766429,0.034005613478909,0.0937660821099149,0.0901282763211128,0.1079110139963173
p1k_00041,0.0340885238888791,0.0872066629299391,0.1289168553513136,0.0572573947314858,0.0898127943942236,0.0510112319052197,0.0411808063540561,0.0773755118273176,0.0678081861212801,0.12890978799306
p1k_00042,0.0308396160227197,0.0767721974016666,0.1167108452387634,0.0523097190059909,0.0914639360199148,0.056276546439259,0.0433838621115281,0.0941022143053763,0.0816256523848322,0.141445306017849
p1k_00043,0.0384165330773025,0.0549436906880765,0.0923520880545243,0.0460705373834265,0.0990173469471818,0.0622990672023044,0.0452590109566305,0.0799208088290162,0.0989272099733354,0.1645830765448495
p1k_00044,0.038229720233396,0.0572151954609806,0.0912651357051954,0.0479841356846771,0.0985472236458118,0.063817337010893,0.0445151990262797,0.0845536087964549,0.0981110981022265,0.173706107793933
p1k_00045,0.035710402782357,0.0540056501960131,0.089753812913959,0.0458777201528972,0.0931066338183931,0.060089495147014,0.0436889618310232,0.0745931952797219,0.0976108592448568,0.1611487402769711
p1k_00046,0.035403515158522,0.0539515641923392,0.091644351114218,0.0450499498130417,0.0888132898412222,0.0592089682004581,0.0445557010739521,0.080902138552622,0.0966069871858013,0.1559287328128304
p1k_00047,0.0399924567043953,0.0657767536469799,0.1069984794392777,0.053513906953977,0.1053686886385112,0.0667692195748646,0.0468636396836633,0.0952500243320124,0.1104398166525705,0.1878011480313046
p1k_00048,0.0453299305048338,0.0690822811136698,0.1165604136111772,0.0546122179086196,0.1021955792114432,0.0624076260744049,0.0465897262369026,0.0973539109908225,0.1125223649186785,0.1730742420150891
p1k_00049,0.040123054269612,0.1056838830822802,0.1454235714766349,0.0577319475608422,0.1047125643415467,0.0527489946682576,0.0387637737453322,0.0943235753692505,0.0956376160568683,0.1960218083124293
p1k_00050,0.040787998457881,0.0571615446452582,0.0924357617666382,0.045948378595938,0.0612063298331663,0.0446589588622543,0.0223849014717811,0.0867543668556897,0.093022854924451,0.3219987263223607
p1k_00051,0.0346562622705933,0.0566272351697502,0.1113954550124659,0.0483809791301411,0.0654717719733928,0.0433635231139502,0.0271600424271218,0.1080668535190337,0.098656385619555,0.3287080996798069
p1k_00052,0.033006452713982,0.0532438045616314,0.0888878887317508,0.0406112751541577,0.061546014147458,0.0407401699220729,0.0302118591781035,0.1044523072487666,0.11244115912159,0.2510801037662341
p1k_00053,0.0368876384941315,0.0543165551016785,0.0805928670159443,0.0389694209383368,0.065243103678201,0.039220346778394,0.0286550392607,0.0930226106889055,0.1109930820360689,0.2616619358526225
p1k_00054,0.0867014676713615,0.071188499791603,0.0997047672487715,0.0939751627174383,0.1019319663154172,0.0982973545696418,0.0711104638483876,0.1138832870408261,0.1335234676446789,0.3031865113330719
p1k_00055,0.0882852718464813,0.0543246342866502,0.0870946015931186,0.0870363047376607,0.0845117067638317,0.0993598754728232,0.070598747958339,0.1024623506884344,0.1413134335992908,0.2918234476822216
p1k_00056,0.0413740385430436,0.1153810709997965,0.1423042051657944,0.0724677675915027,0.0867994978460316,0.03750753721578,0.0257757298013694,0.1295976414218172,0.0986894448858617,0.1536996101840976
p1k_00057,0.0370023546472862,0.1126166334341977,0.1465493377312599,0.0727015363799722,0.0926060190259931,0.0366780969257289,0.026618153793186,0.1210199239725692,0.1107656862968304,0.1413784371033831
p1k_00058,0.0314329255913224,0.1118280075005245,0.1498680030889514,0.0545215418732797,0.0953991541544534,0.0330958261994089,0.0257876499367652,0.1520741536318835,0.092043305126268,0.1172522820626417
p1k_00059,0.029823340114152,0.1082515328556488,0.1423235956042619,0.0539951180907874,0.0911120548282283,0.0307177151840578,0.024913144043142,0.1584108598757495,0.0905716813718016,0.1224804889317164
p1k_00060,0.0288781835764475,0.1076938413989677,0.1792135108006325,0.0492516378714017,0.1058865228925681,0.0293378643854398,0.0281798288505229,0.1490235197868245,0.0970321780825086,0.145756179510651
p1k_00061,0.0312476537231336,0.105576526207077,0.168379102358599,0.050790732897077,0.1122463861814956,0.0334427270213754,0.0300311726365424,0.1586766346526806,0.1006838821259601,0.143873075974538
p1k_00062,0.0443468311609969,0.1058957188937424,0.1239767625740625,0.0587372695505937,0.0950775888998205,0.0328302269740291,0.0301063910558289,0.1483545236673248,0.1040008407059876,0.1643607499242883
p1k_00063,0.0466698550008016,0.1024579664836116,0.122175872945793,0.0606986601117789,0.0958627884769538,0.030840239201805,0.0290220303854764,0.1675287760966143,0.1064163009178536,0.1648146464854812
p1k_00064,0.0188610142262224,0.0797265888665446,0.1483760568275588,0.0557945146083763,0.143989235790856,0.0402868021461715,0.0259668798473643,0.0530329545965149,0.065518910308067,0.1208062774131708
p1k_00065,0.0190439496413151,0.0827740477822085,0.1659840418008255,0.0565412645037614,0.1466567600985281,0.0383546652645321,0.0255646756975271,0.0503322510181582,0.0682198729764889,0.111311857195573
p1k_00066,0.0197478488616933,0.0645168485856214,0.1382213056645013,0.0457422218981199,0.1220564880370615,0.0342620296539334,0.0239467027127815,0.0604018017294419,0.073763803095853,0.1327027354863477
p1k_00067,0.0183050787558255,0.056776924945526,0.1214863593999303,0.0421859633731735,0.1202777686489069,0.032393338899749,0.0235105504173015,0.0564630403816898,0.0694959658296585,0.1238206858845505
p1k_00068,0.0151925699046766,0.0559365405144543,0.0446859721547493,0.0228318655637293,0.0421696066395925,0.0274334334882068,0.0109245420240826,0.1159294447648854,0.0613475799088323,0.0651268734092785
p1k_00070,0.0379343044840947,0.0855114845491377,0.0964885107286736,0.0429774675015616,0.0694374297859815,0.0486573599709933,0.0315378920052685,0.1603118274051114,0.0875712582946371,0.1260149766682162
p1k_00071,0.0369531841414563,0.0882132937115748,0.0827524763342072,0.0408224415155239,0.0730181179068328,0.0476231888363141,0.0306419330886577,0.1907184342919863,0.0881005595989237,0.1415766130383939
p1k_00072,0.0330682977106304,0.0753287327398504,0.1044495435111904,0.0402756116778269,0.0695704629884275,0.0464884803071153,0.0306476263331357,0.1673587815358022,0.0845842050202699,0.1420833753283509
p1k_00073,0.0252054311883535,0.0746747748379093,0.1562452961534859,0.0439029215752425,0.0813819525028583,0.0334847748693575,0.0215356426072067,0.1021130351508816,0.0653114850702518,0.1111670329576505
p1k_00074,0.0292342244098414,0.073085614295468,0.1493771214804282,0.0501478921942166,0.0969929896948571,0.0307365993467992,0.0266609222113823,0.1168157153837463,0.0587458237476374,0.1143433342758476
p1k_00075,0.1063338158074503,0.1155778806930179,0.0986519634991193,0.0463168965130764,0.0582158325730606,0.0439512219341523,0.0289543379121494,0.1441769711699131,0.0716643912998296,0.13912752671495
p1k_00077,0.0716580694547956,0.0583003764567181,0.1057120863224786,0.0471233189919288,0.0389178696909139,0.0552262841837732,0.0511570401818798,0.1460166020078064,0.0530636078585092,0.0793408541771984
p1k_00078,0.0314532022573282,0.0908726218693779,0.1289596116253236,0.04629077441203,0.0708015181468503,0.0336175061223121,0.0199546046900477,0.164982695836481,0.0585524240897484,0.1038376394576073
p1k_00079,0.0679854832565762,0.0658581546373725,0.1143660249628137,0.0647376740643598,0.0449508343786218,0.0491846020643276,0.0461451534445492,0.1149165354104196,0.0567110180726814,0.0904825874624824
p1k_00080,0.020024417337211,0.0906146489189988,0.098256367094252,0.0320013665883086,0.0618895637382583,0.0455937201487532,0.0251092175218459,0.1486100486277583,0.063646491590218,0.0812665793145411
p1k_00081,0.0340431454209316,0.096375274637782,0.0954757661992874,0.0442236006326979,0.0712377077595673,0.0449230807609278,0.0306820038200666,0.1432821647316824,0.0813669718297791,0.1464739135994162
p1k_00082,0.0314251080952098,0.0625226288202582,0.093765485686518,0.0565831165011118,0.0613283798008047,0.0329208348711618,0.019819638412721,0.1140315146808377,0.0856227141012097,0.2357130715257351
p1k_00083,0.0317077808714407,0.0605208439928209,0.1022953893929279,0.0541432658521417,0.0577176908354896,0.0342486976258695,0.0179618200968302,0.1012790846273521,0.0906919294821619,0.2295216815677068
p1k_00084,0.0375067363239801,0.0579472225226101,0.0842140934244931,0.0511244408464167,0.0520389904722001,0.0429894746950963,0.0248063614754913,0.0891063177722639,0.0874914097958168,0.2613675458176338
p1k_00085,0.0344870382136419,0.0612225788294254,0.1058647121016951,0.0564850110632414,0.0530302308295267,0.039228780075875,0.024375326017623,0.1026777492775247,0.0854341601820178,0.2606821880256996
p1k_00086,0.0402084887424239,0.0868520836988016,0.1464875827939838,0.0695558619762641,0.1307165943144456,0.0460565671913278,0.0306650331169799,0.114004014597519,0.0885988362790147,0.1326312559933127
p1k_00087,0.0393392327216759,0.0823547977220925,0.1528276267923844,0.0618837816816217,0.1167940805863029,0.041675464564752,0.0308306394441997,0.1152160345319774,0.0823520052586151,0.1253339984199858
p1k_00088,0.0357291324073686,0.0846983116578467,0.1025539040080267,0.0529922743108751,0.0919034201137435,0.0578680526234419,0.0443364321216042,0.0951072122238614,0.087249519982932,0.1631397843018516
p1k_00089,0.0383929305718742,0.0853985437722619,0.1050697840237979,0.0548987513613631,0.0915280610054839,0.0630309169054435,0.0465079443660131,0.0943572084009154,0.0886105736660355,0.1722764448867198
p1k_00090,0.0340494094835934,0.0701023965345486,0.0914170779574162,0.0468125670924184,0.083807999267769,0.0588406353809745,0.0442108759134619,0.1033365308607999,0.0966505956674768,0.1696713254876462
p1k_00091,0.0321355998821812,0.0751874836305583,0.0970479611934436,0.0469011552949784,0.0830281714480772,0.0569953438792426,0.0432501663515422,0.1011532552372196,0.0970958488337554,0.1617019990147454
p1k_00092,0.0343090034108261,0.0906735034187447,0.1090479861690148,0.0632238649666765,0.1026379758597968,0.045685952476566,0.0361267165520047,0.1135054472892269,0.0947128404178506,0.148149269191663
p1k_00093,0.0262372149873316,0.0762748935400571,0.1452541444506755,0.0445919867215773,0.0826401196042123,0.043094244701979,0.0344381203404668,0.101851937952278,0.0890479776997771,0.1773892745704428
p1k_00094,0.0192484620450073,0.0758400119673229,0.100959955724774,0.0447960393454192,0.0690845602674193,0.0405252549582712,0.0403587130399852,0.0960539741430765,0.0861708735814468,0.1014841039893143
p1k_00095,0.021948517133878,0.0728312299497884,0.0911027312656936,0.0367179572282729,0.0581874750231098,0.0407698952137613,0.0355064832722141,0.0884667573235599,0.0905839175793088,0.1239539804243587
p1k_00096,0.0230118442622542,0.1153018269318726,0.1071786440096413,0.050185974788487,0.0629294151607539,0.0352458982105923,0.0240228724379249,0.1326139770473553,0.0929265317469082,0.1659104325142374
p1k_00097,0.0242362438254417,0.1072990408579427,0.0936273661799997,0.0476859869366141,0.057705913581959,0.0322961750277492,0.0230483162427393,0.1393577722778349,0.0950280020782709,0.1812751395629815
p1k_00098,0.0109255076150335,0.0757312186372878,0.0949833364408276,0.0419549455410949,0.0749475631347749,0.0275241452832834,0.0194167138380746,0.0861525951516874,0.0790325627727756,0.092889535941794
p1k_00099,0.0130177100100853,0.0845977558006114,0.1118436082679523,0.0464759045644759,0.0775492059989021,0.0337091782259908,0.0237929943870627,0.1016812226285139,0.0966853905578278,0.1272195352622649
p1k_00100,0.0276214863026088,0.0676129492588607,0.1505029303293195,0.0484541372134819,0.0653889890412904,0.0415256247504,0.0303616853956031,0.1158446204676948,0.0890284254460478,0.1774163107087618
p1k_00101,0.0216485126945639,0.0575110182755435,0.0822565341818556,0.0374683748116147,0.0703759281350273,0.0392546305590556,0.0330028048978973,0.0914238105558306,0.0768822841195273,0.1512686761404849
p1k_00102,0.021288962472608,0.0598510836061575,0.0850331827329691,0.0400280842946271,0.0731899819938368,0.0405693675612613,0.0334352312680182,0.0938795257914056,0.0790202303921214,0.1545619074219124
p1k_00103,0.012865449937933,0.0461807555232436,0.0853112013183127,0.0318178439645557,0.0648157839357268,0.0259911743034729,0.0256262285244169,0.0737050324979589,0.0435322456802328,0.0797237256625484
p1k_00104,0.0135370739264984,0.0582007139675556,0.0798803969401823,0.0345903230822828,0.0623670916313377,0.0294137852610142,0.0258190406091193,0.0690005612846005,0.0481542784279665,0.0937806654977503
p1k_00105,0.033661232302224,0.0767531376956624,0.0833592402265576,0.0490666478102632,0.0614357928803296,0.0461730587360561,0.0344212814314978,0.140344933005742,0.0827416891817141,0.1639028606503191
p1k_00106,0.0312986665399124,0.079077226358764,0.0754393531429055,0.0541389703042475,0.0623448828971563,0.0441708057916525,0.0307057417290371,0.1341318499252624,0.085796383212891,0.1402452878912743
p1k_00107,0.030779885588703,0.0773748177474811,0.0789044955386555,0.053336602018175,0.0591548067897375,0.04237822649928,0.0298002853161265,0.1330664521000253,0.0817796053016239,0.1483560510150742
p1k_00108,0.1430111232646556,0.0443758613458359,0.0256413753731424,0.2496268546965016,0.0576160757504106,0.1049149737372008,0.2115454386912812,0.0810417043746045,0.1294372593057796,0.1336797162179104
p1k_00109,0.2191786443639151,0.0504290744100744,0.0255596412923925,0.1670976432771071,0.0384546583872426,0.0533739846923374,0.1269178403169365,0.0726806216127632,0.0795844503351636,0.2001646153429434
p1k_00110,0.0347727907639109,0.088037707392432,0.1103476635707839,0.0575324478386252,0.0717169966904668,0.0537444642753369,0.0430241957947829,0.0953951913944853,0.1029637083290523,0.1766371297260173
p1k_00111,0.0340775488622305,0.0893598833774411,0.1124075764567034,0.0572676213396239,0.0731420809881436,0.054616321905902,0.0444445678920008,0.0948096313874405,0.1057677056893835,0.1650730233921098
p1k_00112,0.033552105053692,0.0966119751080815,0.109863061189034,0.0597740108244168,0.0802662672086103,0.0545196353462251,0.0420720041694704,0.1069178774105775,0.112250263359941,0.1692857187629677
p1k_00113,0.0429919690614993,0.128137418882679,0.0915826279965121,0.0714824525504885,0.0613997730304023,0.0437592930300485,0.0348536180591822,0.0802884979252408,0.0522711315348979,0.0898739320486168
p1k_00114,0.0502328492629973,0.1335641841908893,0.0957495992001323,0.0727888128763243,0.0664000551648812,0.0511337802754524,0.0385444005498008,0.0653856115957239,0.0586989204418859,0.1257682816068632
p1k_00115,0.0420113744233722,0.1263326396999909,0.1170450111717918,0.0705168399107458,0.0739385422906483,0.0478686522873009,0.034792725113746,0.0686307478061467,0.0592949974200294,0.1237858796857019
p1k_00116,0.0405340301297429,0.0882342082985476,0.095626942385474,0.0602898889821775,0.0797771889335603,0.0512127792743381,0.0418767399546546,0.0810452395490519,0.0815957821081246,0.162460271444946
p1k_00117,0.0358286132761082,0.0852650181983918,0.109126017249515,0.0557650495026426,0.0785691016549754,0.0522884242465055,0.0413065823829993,0.0894011481632759,0.0823731138202322,0.1492200170693643
p1k_00118,0.0377334670660392,0.0866654165177932,0.1075380174590172,0.0548507326784813,0.0768411766925725,0.0482654358505179,0.0371169663118671,0.0822040039723895,0.0781911534217515,0.1524136697008028
p1k_00119,0.0358703906120906,0.0794920729929241,0.1137211351077309,0.0556250019316671,0.0818788741466741,0.0437743777211274,0.0387300655004848,0.0996197217356746,0.0914512599146903,0.1421056238042364
p1k_00120,0.0338736215658298,0.0745522479433762,0.1050711244361522,0.0527589401214097,0.0758736783214718,0.045576274818289,0.0379229346427153,0.0929879822850111,0.0903711318817377,0.1477911109856537
p1k_00121,0.036247947776722,0.0800698475699446,0.1045548366461686,0.0534484831894474,0.0750243924021607,0.0428454193478436,0.0358770974965047,0.0915533443793183,0.0914494029286684,0.1531901220267583
p1k_00122,0.0399763921830341,0.0797091520555873,0.0936835833951714,0.0556908601129169,0.0724589187698314,0.0541062480980086,0.0417404685806607,0.0849665586273375,0.0873454998099637,0.1455622434976924
p1k_00123,0.0392347469282368,0.074531054193076,0.1171726138550969,0.0537367374730397,0.072981928941304,0.0479768955927014,0.0407663818340798,0.0759407937349903,0.0858897975348969,0.1379085108920328
p1k_00124,0.0409347503377549,0.0867680016970798,0.1027664720238711,0.0575399080203866,0.0795355058975411,0.0500701240095886,0.0378008826114934,0.0800604576931717,0.0893113253659012,0.1373710198877184
