,b0895,b0896,b0903,b1588,b1589,b1590,b2729,b2730,b4122
starve_series__t00_growth1,3.5290282541845044,6.227703731956574,7.65592926565105,5.019730631238256,5.273961542829901,2.4057634704471904,6.046312269980405,6.642145484609469,3.070621249838687
starve_series__t01_starve,32.45120776893928,37.14635872585639,15.583731525278472,15.10018326004838,15.491576209691694,4.56628479199951,18.002521641559532,15.744818461362655,6.576608671180436
starve_series__t02_starve,4.632139523966775,12.051737491633157,5.579939815252092,3.4926536870554594,3.462554785134502,1.3939993608020045,5.27558841309223,10.003465572483137,2.724297550273025
starve_series__t03_starve,3.2374544795639464,7.823300462642921,4.767842773850994,3.1908865181775865,2.795286077204997,1.2144141909264947,6.19482014763776,13.624370230901524,2.2000099846160013
starve_series__t04_starve,2.8184945774352603,8.13022473711789,5.56127056702626,3.2170475821611912,4.098532546755779,1.2769242373201062,6.0767618244416175,15.190844173367203,1.7627224950892222
starve_series__t05_starve,4.418203688263755,9.040851821415927,7.951913957883692,4.625501964072292,4.475831731505461,1.1972416902560892,5.614503746044972,18.265595489674467,2.2504013689573963
starve_series__t06_starve,3.729657001859844,8.894698346439874,7.606478173037416,4.368185907652607,3.8955239711545295,1.5273228250886195,5.397607661138245,19.99569522112517,1.7104689079212074
starve_series__t07_starve,3.159202000356691,8.428243350993762,7.590794828322227,3.583958238200176,2.74351670396114,1.439157421059074,4.512756086313634,18.891595362322917,1.969391239208937
starve_series__t08_starve,2.934702516429957,8.50281629604173,7.837244736715409,4.045645997269247,3.675655690684661,1.3812954959286534,4.735629018617305,19.03308023783792,1.8629077601264443
starve_series__t09_starve,3.227851145634792,8.08346853368158,7.621440690363911,3.52593768392079,3.2212157507289945,1.390489310519522,4.59737975657002,20.11451478276405,1.831123126340329
starve_series__t10_starve,3.612548456200969,7.536515084065209,6.948633017430065,3.604307584401516,3.039727169142532,1.1425214557113348,4.282710158330551,18.517838837643783,1.8250583262864368
starve_series__t11_starve,2.985385172345945,7.6537064825966095,7.565819752511427,4.108936315122572,3.7299354060562617,1.251697925792862,5.09150541994617,19.064730077860407,2.256145322774022
starve_series__t12_starve,3.1728155150795345,7.282288766471661,5.64743094923813,3.501788558861093,3.680724851892865,1.619388722497654,4.373527570311424,19.32936384713168,1.9990397539293352
starve_series__t14_starve,3.4480579414556107,7.232265164187461,6.719792974849749,3.999273530288698,3.1211646710170773,1.5056361567365784,6.9916575522491655,23.53023668798056,2.206649120446861
starve_series__t16_starve,2.633594500707318,8.645140908638346,7.140343568584767,2.864660977456245,3.148924128027648,1.4123460761670836,6.789805788693713,24.60802659884748,1.6245074942083568
starve_series__t17_starve,4.07557854394898,8.481975479197624,10.17461358612356,2.3592157777610887,3.5119692918515013,1.903519734953142,7.2810957057330175,24.763640996890658,1.891752094566529
starve_series__t18_starve,2.59317085838554,7.913681354914151,8.133758250819636,1.731187423387399,2.025210480532707,1.6112900133391612,5.763742543736223,21.775864246724005,1.50984771005653
starve_series__t21_growth2,2.0443729614597634,3.6017541451053865,4.04381825926691,3.017273478530296,2.3751901204951995,1.5043039914158591,4.134751691022753,4.021958072755431,1.0415440737694177
starve_series__t22_growth2,2.771122127368586,4.765776617385872,3.8999072082854696,2.392569506505963,2.675027517031128,1.799310517551193,5.327512202493129,6.403428381711697,1.2837750568242066
starve_series__t23_growth2,2.053265817895636,5.180152920842328,5.234807891786502,4.086963506548355,4.456902893488885,2.4882132857857027,5.851940221033479,6.658745159835491,1.1799558643744008
starve_series__t25_growth2,2.14698042177383,5.065759534606772,6.394077080061367,4.964006141472781,4.688638980734558,2.5185449539764413,6.634894048385152,8.76727024494945,1.9238983810519703
starve_series__t26_growth2,2.345708765585779,3.929349923182548,5.441910397235868,5.055333001267475,4.130803068414084,1.8725378922420888,6.352840411632439,7.951245239217849,2.400369884237795
starve_series__t27_growth2,2.869613555023015,4.538740521679461,5.331776332551057,3.991302975701121,3.383083755264164,2.008266343643882,6.911292886084315,6.49193881192561,3.042971977673996
starve_series__t28_growth2,3.017221343239072,5.360407962703368,6.4232823343295005,3.9729601787769626,3.4791007509210505,1.8643934614571909,6.3762459758302965,7.061950080092709,2.9915928331857007
p1k_00001,1.2648860785248428,1.2410541948269227,4.647492509781176,4.6698666054556925,2.9597075262692467,1.7576203308525862,4.411756323155235,4.656028770613865,2.0339422991468483
p1k_00002,1.2942348558682506,1.7131965605985355,5.046819606947363,4.498196108907913,3.727093637453743,1.7792789639061697,3.893426393759698,4.540939366146092,2.864982611839572
p1k_00003,1.5709353179505663,2.2591976937806377,11.62214448361175,4.089319801735038,2.96780826133997,1.5728504230383444,6.697480966064682,12.71543915193698,1.2410292646584888
p1k_00004,2.1141613155609367,2.316688686798217,13.185103399877468,3.921530151710516,3.720251902067849,1.8558579284318948,7.623570186313677,14.137813709652791,1.1685433658372415
p1k_00005,1.905876290954668,2.2181725960584275,3.7736312573207766,4.046068954468454,3.979035655918323,1.7677563222367858,3.1588414401483025,4.288189016848621,1.9836969244411349
p1k_00006,2.109862252288411,1.6939246318971226,3.914057673008325,3.839285606422742,3.567219566277316,1.7154922864888196,3.5538857882278942,4.675148665087059,2.0379523700659785
p1k_00007,1.670603566376588,1.9552406911805396,9.44818563084113,3.5743670137456136,2.8840740820870487,1.8395989112694997,6.24325173037123,11.546492349045815,0.9839559505660952
p1k_00008,1.418838405330742,2.224389564480897,10.292746322170952,3.525789736829406,3.12930444741056,2.191772203350542,6.852788921388723,10.235921334755204,1.0896478845088602
p1k_00009,1.0199678646359345,1.5514502639404573,4.945365256535669,2.137109842367173,2.0310406210609986,1.412812506322027,3.076947979677242,3.9985436745992406,1.0244411722006113
p1k_00010,1.1007902142414834,1.4721221503735054,4.781105464925689,2.224007397860844,2.2552579042286656,1.4688597207439755,3.244803959688873,4.481324136048513,0.9416429690185498
p1k_00011,2.2989292332435385,2.7925579166562318,5.149334605529056,5.258241735326105,4.15945344582282,1.902442471075417,5.782490938194966,7.254633313985797,2.1958511381352728
p1k_00012,2.450165395623419,2.850832402077785,5.191597907384679,5.33642061583226,4.543002905255304,1.866110531605249,5.834455209475305,7.692118435417647,2.2924183076101903
p1k_00013,1.9068007526776047,3.3617198427059543,5.132791863686527,4.779772729467774,4.732841900553505,1.3692049954088554,6.085229988616458,7.632884067293931,2.041764185350809
p1k_00014,3.4413593415981043,2.3841759742917974,5.490331385247499,5.0645307834314925,5.615681679787084,1.759620138730637,5.776675493010414,7.629474568274717,2.255825768969862
p1k_00015,2.1736432320127856,2.23208648146458,5.005829072340074,5.954326200378129,5.770725444035696,2.165526175666785,5.8963610654321625,6.350316417913455,2.948403908462088
p1k_00016,2.149741952285021,2.631253621829192,4.968915610129461,5.75955397339578,5.0475297227583455,1.7896885651696477,5.2859060052706734,6.9687928024197845,2.708413557355214
p1k_00017,2.766583393904116,2.305217816277042,5.28930885446754,5.185184053830232,4.589009412946564,1.81995209357485,5.768343230465365,7.475611916489168,2.571609786199226
p1k_00018,2.489225509319966,2.567910009198556,5.389416111169251,5.17277498546308,4.158476732854725,1.852160441512104,5.483201531783123,7.84905786827812,2.251413735712171
p1k_00019,1.2484391925924272,3.0174778461959644,4.365452830317677,2.246384269198287,2.1552636369781664,1.691813959420165,6.894703732357211,13.055374187198924,1.1232257500141305
p1k_00020,1.6753400111325885,3.25609256618158,4.401302649267901,2.6098037803723924,2.561261091823569,1.918238802024565,6.4854998497510215,12.75047408586684,0.9567502738844066
p1k_00021,1.6883781242350455,3.7787860411604903,3.7243884618806766,3.412808164095261,4.124037142004477,2.36414242072007,6.941426934170956,11.35617582387196,1.1532182410657024
p1k_00022,1.5206264849380342,2.796731593763583,3.772136787919469,2.6234955520572245,3.6946290360401615,2.2807569494848368,6.708698430029703,12.191136498757473,1.1617417824345138
p1k_00023,1.2708635310916987,3.048490943453679,6.16288179387243,2.044191814023495,2.1939762644233287,1.7148772360316102,6.365012171834845,11.536168827231725,0.7250561569570187
p1k_00024,1.967446381864867,2.965189658674344,5.891128818219007,2.1547065459523203,3.0111521132674817,1.493763465192754,6.283520348740549,9.96544734825208,1.1183117538243434
p1k_00025,0.9920676755991368,3.447269727330633,5.55932259165804,2.580688053593432,3.1892303642618707,2.131640588822003,7.591806992495098,14.15246095182256,1.2146885182933964
p1k_00026,1.5043361061181426,3.1732638121602785,5.714167037512564,2.4461951563184194,2.354012359306963,1.7273622952178638,8.285220750701017,16.05536324930392,1.1171394279831892
p1k_00027,1.3263051444152585,2.6375564476859976,9.231991527655708,4.76196075203593,4.664250853871972,1.8883949853894344,8.821048569440284,12.52631078080348,2.893762054103066
p1k_00028,1.87086842908031,2.873658779055872,9.56387072998234,5.113560460165537,3.9609099021937095,2.037618978314052,9.592106287839588,12.700189195837206,3.0004628347089044
p1k_00029,0.9792691879822172,1.5828243446682635,7.649684939063761,5.63896578391127,4.999182635270395,1.2770243258591545,10.73831816456392,10.53236115287457,3.198506116210984
p1k_00030,1.4692299758952798,2.4370918771989576,7.941872831350374,5.104653201427223,4.032927341707381,1.5708177342753673,10.023406248592575,11.144875892805732,2.9977275330280566
p1k_00031,2.351500786939729,3.053859358011467,8.119135714081443,5.484777784140929,2.538833478403476,1.6864117628146602,17.980692174792633,17.46512970678752,3.3059770556911032
p1k_00032,1.3964194803038894,2.108062447771925,8.688253152281256,5.7087241069932,5.312043607239636,1.37516534347732,16.369634605865176,16.63830110579215,3.0535292776460814
p1k_00033,3.4827396374467416,4.600493659583204,13.762088201240031,7.916514196957979,6.457140532124244,2.319871083128661,13.324364696026676,17.51782616552356,4.740590319019696
p1k_00034,2.4112989639415243,4.332315867118697,14.170464061290296,6.679598911091791,7.498749051956772,2.220321104037408,14.249118472391686,21.53906402268143,3.92011751429211
p1k_00035,2.5615583047861787,3.5381433061809884,7.99299485173654,6.252471307869024,6.013297326011303,2.019589462428128,12.865683933818614,13.78648412727953,3.13107876895604
p1k_00036,2.5435785116582763,2.89941070830494,8.446908129310115,6.419516808405545,6.346885741346495,1.8082821901028716,14.442558487435091,14.990789243580094,3.6626527981887858
p1k_00037,1.670583823033964,3.055892626607769,7.499834968972911,5.325145345276263,3.4142284570998527,1.8900203917351013,18.295306916750597,17.142902171132558,3.1452759671217088
p1k_00038,1.4483551189885375,2.112782366813444,7.665164162617995,5.092264168313067,5.161110391862304,1.37022612006344,15.427301321179682,15.353089276381429,2.918325114694313
p1k_00039,1.61422760501953,2.432697500303553,4.340483461119255,3.294110521301214,3.2960887914937884,1.5529968258256603,3.9192210624444135,4.769510614114568,1.92031492055224
p1k_00040,1.4053396043740003,1.7774442117453233,4.41631555688994,4.029049066503228,4.1322346948671,1.5966339264907758,3.493545039716643,5.1927338536744685,2.4985625542909444
p1k_00041,1.4578079559206862,1.5169346992205746,6.513481997408076,2.6929545702679274,1.9494729517644844,1.3467322187209991,4.125057449926138,8.057179725448895,0.8112772715165918
p1k_00042,1.0694993531955097,1.6796939423998674,5.246616643886514,2.068464546529195,2.5646082329900755,1.5153763242723752,4.362416955697667,5.411302168385408,0.9092837503266568
p1k_00043,1.6550809867515712,1.392813399931979,4.654210396011035,4.441115481735071,3.906183231917311,1.939062201293059,4.52149026969711,5.624350533043149,2.110209689106039
p1k_00044,1.6322934046800064,1.2550056837844428,4.722073180636121,3.8661828580193696,3.738684455361733,2.021166148088341,4.638796362416666,5.401456755641107,1.6150913248724246
p1k_00045,1.396275611586972,1.905780551380432,4.041676288421664,4.466434351219395,4.511172586127024,1.453426794161646,4.324250204645603,4.638118747253451,1.903135268233024
p1k_00046,1.4059936873570735,1.6137098623903643,3.8831502277851913,4.393771653104077,3.5368487307169443,1.5281323350164733,3.681643076996634,4.599288191967331,1.7835483448286595
p1k_00047,1.2153979393700955,1.7977718023549107,4.872791996744582,3.2027547713227995,3.267111260132943,1.9419729090718567,4.022771227148989,4.145713066638618,2.235894650855448
p1k_00048,1.392411417462779,1.2403038811523144,4.644460715533052,3.525568029101543,2.6253663863991283,1.9473616150575228,3.978262104308467,5.109290759648919,1.5595765051841493
p1k_00049,2.565767756337876,2.5350791295831248,5.325805640800648,5.709667261287168,3.6597395070205456,1.7248432537505374,10.891453521515954,12.56081325480539,3.448997571566678
p1k_00050,1.2652510398237289,1.6974213714611692,4.317824243999896,4.508194896874465,5.733206753114543,2.009934950775324,4.111169770118232,9.562716966020984,2.0241288182709214
p1k_00051,1.2789313589964628,1.651306448943722,4.2432833693440735,4.441006331060017,6.103738006282719,1.921391803057725,4.865242825237826,10.837985297450745,2.2044993919097946
p1k_00052,1.210230235949436,2.332461377277061,3.6251083471344026,3.650218081310788,5.142889662866029,1.6808247746520648,4.76379869772456,11.582276249212438,1.963641279026541
p1k_00053,1.192810968412866,1.9172841810386037,3.4753762214526205,3.097469294785117,4.158467509068402,1.6993405224249352,5.477306442341561,10.845464264299292,1.9102779207305551
p1k_00054,5.872959007319715,4.408630021455696,9.338207005500609,7.974464430922276,9.31565232581362,2.071952864385565,13.36840896635882,17.50268508971473,12.035751192049052
p1k_00055,7.088176689926025,3.41191334055244,10.287945784786071,7.178656455053547,7.073750964410211,2.366842770595229,17.17729441195264,13.887748898989308,11.283899018015186
p1k_00056,1.556670840010153,2.129505288883464,4.602086020055499,3.852966234544103,4.964941678500791,1.945819260401901,5.489479771516579,9.300219445048286,3.2016768148277848
p1k_00057,1.772038035968171,2.414167277825131,4.638295836912037,3.552462966926292,3.682565969661428,2.801185770523525,6.040106238019422,7.903474446933004,2.2528724697014573
p1k_00058,1.3239318337876822,1.710151633749625,2.261502280837904,2.68671890524169,3.7236776536343927,1.4809848670459995,3.8389141808134863,5.758696257203316,5.924678750750083
p1k_00059,0.7907502977009937,2.299335988442684,2.2455766397571004,2.484849700391803,2.798071328136753,1.5118271018065137,4.3100564475693215,5.323866902129508,5.274919309257405
p1k_00060,1.2129964531779476,2.393207731689931,1.82298371801608,3.1401083991334464,3.1578128688343745,2.0625107373617246,3.736679183645698,7.92643936193816,1.7273188224072085
p1k_00061,1.0542544688281037,2.5048049089414324,1.96608528994248,3.300440926544458,3.2302320646761764,1.943739256293241,4.273476414177256,6.770336412863927,1.774176922936828
p1k_00062,1.2666068079891637,1.7847300223055862,2.7710738757119997,2.145053985335176,4.555694807239673,1.853276887136396,3.399306841671154,6.24510495969325,2.3042514363187885
p1k_00063,1.1658955633550592,3.257285357713736,2.797557495838256,3.105550054543948,2.5470750403014204,1.5968527951916398,2.52644485074402,6.259406256167171,1.2363253198146924
p1k_00064,1.1913158811083508,1.1647026765659227,10.197928125796698,3.606230745759479,3.096745129082361,1.4342901004575568,7.943704600962858,11.55689824603808,1.3837250922483524
p1k_00065,1.1640814619544393,1.810010016338328,10.990987211515003,4.326371338060532,3.138904743401168,1.1069924902323836,7.605500740273354,11.820766214476636,1.471603061717418
p1k_00066,1.9243509967069068,1.202143507505954,7.986684867221769,5.410497761662733,4.426803688656667,1.4902597457149478,11.998668268773448,13.275078922512956,1.4803438050343405
p1k_00067,1.5944283847044587,1.330393083115023,8.141245928168082,6.215515698531554,5.376437272067542,1.661029530058477,9.592770367173957,13.071614390930655,1.3745689567161146
p1k_00068,2.393285278982466,3.4217399971667146,3.3429070658149103,4.290628342043745,5.3723077380597015,2.150788047039246,3.0660040463700464,2.9483431771127133,1.7443366169171082
p1k_00069,2.2187311843865865,2.548074204361788,4.226421280058293,5.566533233470122,6.198392833371967,1.5740527537452866,4.164356764438581,4.787868450726711,1.82805781822278
p1k_00070,2.7676939837463057,2.6716428580637515,4.687555233880183,6.577097918575583,5.243998478592832,2.1253286256696566,5.773698441412716,5.294164709631768,1.6597257212199477
p1k_00071,2.118791332473186,2.9135701321113925,4.15397158630965,6.428856311221155,3.224746007047658,1.9901136685845144,4.811438879231,4.349896936104819,1.9235557532551235
p1k_00072,3.1387858445683663,3.541354350328423,4.193172882404722,5.715702425932181,4.9416598162809136,2.295342783618532,5.062759775585783,4.453139322015821,2.2391308505353527
p1k_00073,14.350946507945835,11.80962662605019,32.23339736978377,19.470373750792643,14.776081051676124,4.449731877987406,33.53624363865034,22.005673224680475,17.101910460770583
p1k_00074,24.767827146213914,19.574267574796984,30.3015962510784,18.472439277064083,11.014284889985989,6.304936182886036,42.45041274366376,31.555728501664284,20.80358310174377
p1k_00075,117.5474916194766,118.58284329956484,22.665177115522976,136.96530910100793,78.94002385015504,19.33513727305192,65.27092197888712,33.150914249293365,78.77879638954366
p1k_00076,41.75250709588756,21.451962598132944,14.930026385452566,21.62177934284303,7.654991681590011,2.472219452125692,42.54487639438831,19.52691782937619,25.114357535914333
p1k_00077,43.53541672790949,21.954181370323106,15.043831318426488,21.644394803994352,6.749423134816761,2.5854328768861863,43.0501718336201,20.973986664727377,26.89770301497076
p1k_00078,67.84630168078344,69.02241339859462,32.8813810551265,59.37208126546711,48.71898956995489,13.376405075688467,49.107218924969416,34.30692723851872,97.6168370076384
p1k_00079,71.40095863444807,36.42047004903732,13.340693313802117,35.67245326280904,9.3863885432854,3.1400693649977387,52.98391992952424,24.098113071922235,21.27895285608827
p1k_00080,2.017275163355787,3.9098488072468336,5.183664441296926,4.14380028663707,5.018920889968957,3.662068361924368,4.692566379207756,2.6507076329797936,1.199879670553176
p1k_00081,2.557505711774941,3.0093902024592145,5.049946381735202,5.00215353166231,4.2770762226301615,2.005395302466873,4.6514225925064,4.858695304866065,2.196191642110125
p1k_00082,1.6254197947893614,2.028766846932478,5.852105426240356,3.5688724079598915,4.079074498086827,1.9909253375276528,5.471032159080213,11.337930982089748,1.490253898086981
p1k_00083,0.8078268240924846,1.7456746260106606,6.381645149551578,3.173839430893483,3.504843758135805,1.875575518378096,5.180003623134762,11.509261820957931,2.114806690477582
p1k_00084,0.8778345571022446,1.5176324701121089,6.01066152219638,3.714257139287191,4.537538678944227,1.810879356523647,4.010145097247578,9.478912167579,1.4483106990769108
p1k_00085,0.9612665745917356,1.4813190991165257,5.469148632193647,3.248081025633084,4.089414752934818,1.9394148288397728,3.841418988363863,9.254998132597857,1.7270790190426326
p1k_00086,1.50187268232062,1.6421998104336089,7.788579877572618,2.285037414940751,2.692007982651991,1.6602174539646533,3.660872340957245,6.759812371744483,1.0758282745835848
p1k_00087,1.3489305175442046,1.4198391355321196,7.599462172150551,2.3952897211154984,2.755175452357171,1.7436798100767272,2.8597788181965864,8.08311201763378,0.8140068882722818
p1k_00088,1.2847908896781777,2.0193995674198697,5.626614217432799,2.862420925007745,3.3600364928906328,1.5661250719904114,4.193930299662866,6.029965951919255,1.2965954245219968
p1k_00089,0.8820314090280758,1.2835990482340989,5.573158020661396,2.5044412694742557,2.8068044736925137,1.5921951389705746,3.70827888901978,5.9306755610996085,1.2867303884097818
p1k_00090,1.992584854651066,1.8979254305303788,4.998091004357347,4.959114703382628,4.372271678218481,1.916178094396431,4.322514849236101,5.842637068140985,2.1963032542454406
p1k_00091,1.9961439652320192,2.500033321735089,4.978404032778563,4.918582946074412,3.9403492156456967,1.7495592909379396,4.4758520233536565,6.0209152738475735,2.3302734816940944
p1k_00092,3.1932629170930875,3.295647922181565,4.921427050821462,4.692023392276205,5.512742221934073,2.03911882278375,6.681070506782094,6.148695613221446,1.7206892945952792
p1k_00093,2.92827353599746,2.680276157748984,4.70802023150423,5.237426776866316,5.323279934353778,2.638170351384709,5.940082511042669,6.412472634631948,2.7944033027678428
p1k_00094,1.4267828621086915,1.715035993987454,6.570461650370805,3.406969809021797,4.516473162129448,1.4571533703945354,7.874689178101105,7.947543302693214,2.7194386269005264
p1k_00095,1.744291165698424,1.6851065295490208,6.366296942446902,4.8042799875746764,4.149424064876898,1.5419887695427068,8.414188088007107,7.686254146521283,2.4416836472349552
p1k_00096,1.8012140683749684,4.131343022156859,5.580670315340151,3.730123551176554,3.1095556812188647,2.08991863761107,8.061387365115282,6.813378201224034,2.078640763278043
p1k_00097,1.84447852367263,2.3908481516040907,6.868709359462777,4.271186262635539,4.016571626617733,1.9376633534742287,6.801150863052126,7.894599463067282,2.2270225200658564
p1k_00098,1.5665528130790678,2.1101826164264468,6.979945152646494,3.281316600099406,3.687851693164955,1.373809440030988,9.174276322532728,10.572092860365824,3.05068862562611
p1k_00099,1.7270910884481678,2.8866837257995077,7.066452132128122,3.353480969503272,3.946004143599585,1.4749992480569014,8.945391034938199,9.167803333981183,4.26585419545528
p1k_00100,2.060495013172688,2.6010814366690567,3.5517003759277186,2.9558531303200937,4.272474724208931,2.062796480277074,5.515685477545159,4.755544469876239,2.567430096900513
