,b3212,b3213
p1k_00141,2.3654095903734773,2.7700515372967325
p1k_00142,0.4433794179865523,0.4086031757393001
p1k_00143,4.223213813180812,2.943928919195004
p1k_00144,0.489710347318854,0.9706372538694922
p1k_00145,1.4146424343145687,1.631949773427637
p1k_00146,1.031137885239327,0.9454345371809344
p1k_00147,1.1174453286611827,1.2103907581520936
p1k_00148,1.5007543106536176,1.5440733551192247
p1k_00149,2.0237929308835074,1.9452954106764704
p1k_00150,1.5623668511086612,1.6519701381656224
p1k_00151,1.013794721812319,0.906583491127482
p1k_00152,1.3075754230685204,1.216418356769602
p1k_00153,1.7581775964331736,1.73592816467267
p1k_00154,1.0299914587600143,1.1300440805505452
p1k_00155,1.2012754132510273,1.135492164030612
p1k_00156,0.4386237954643786,0.3919560521395143
p1k_00157,1.4099949376306178,1.473736685407345
p1k_00158,1.376987389098141,1.2189828757276766
p1k_00159,1.110516639573336,1.0889781371613163
p1k_00160,1.5933360395647114,1.4267215424276165
p1k_00161,2.2337932768111943,2.168042304776144
p1k_00162,2.2234149500625358,2.121712116468617
p1k_00163,2.0354773091424034,2.1096643432045603
p1k_00164,1.294954318796602,1.5496639769872829
p1k_00165,0.8247050859830732,0.8934449483188641
p1k_00166,0.7372682598152135,0.7405685611202192
p1k_00167,0.2574002317961499,0.2693328460325366
p1k_00168,0.2197918983515915,0.2131758649077985
p1k_00169,0.3897076461410917,0.363409837794353
p1k_00170,0.4223016654427292,0.424604425203039
p1k_00171,0.8074569751573217,0.7783052733373976
p1k_00172,0.8179149811028781,0.7923445808617399
p1k_00173,1.2156884843129128,1.187426028113829
p1k_00174,1.2559577957861603,1.2400899205507177
p1k_00175,2.4000872616500795,2.752056498282116
p1k_00176,2.2286722829657184,2.651095567990532
p1k_00177,1.8252245613957685,1.660910509144697
p1k_00178,1.7878918347101858,1.6519209597825508
p1k_00179,2.325782634009663,2.0447500486432126
p1k_00180,2.493716567791331,2.194901561373904
p1k_00181,1.3128721210520675,1.3250760973644533
p1k_00182,1.334998064116568,1.358259266996655
p1k_00183,1.0691714498680902,1.0789941082336925
p1k_00184,0.515614321415022,0.5675572316450709
p1k_00185,1.6229980256351333,1.7928642202679097
p1k_00186,1.7027972211570177,1.84111817992719
p1k_00187,1.3580972149231645,1.4741671550173456
p1k_00188,0.6054883088598784,1.0191426235822412
p1k_00189,0.6067821912117889,1.0269317698970826
p1k_00190,1.4321443137604406,1.4053099685659058
p1k_00191,2.603399761567774,2.7350554611418536
p1k_00192,2.515562457358934,2.708579015412204
p1k_00193,1.490545400328875,1.3489861629631283
p1k_00194,1.1128178356002734,1.0259175889024643
p1k_00195,2.156701614970085,1.1669266445921649
p1k_00196,2.4546232017477254,2.242751984192332
p1k_00197,1.7501962462742364,1.864820976818311
p1k_00198,1.736497152333919,1.888355287253495
p1k_00199,1.6315389096500337,1.9729008694751504
p1k_00200,2.006920112447048,2.3961135668598854
p1k_00201,2.884626676613932,2.869222079966772
p1k_00202,2.6287921729111927,2.785960239117321
p1k_00203,1.4396900766494516,1.5455686091500505
p1k_00204,1.5683499708643198,1.6414659188970964
p1k_00205,1.5315487844503886,1.499625269480558
p1k_00206,1.3515364209382563,1.5231015247087774
p1k_00207,2.366549600547182,2.4300334080667465
p1k_00208,2.284951779788583,2.3569875337709103
p1k_00209,1.642430781363387,2.232111272003133
p1k_00210,0.9936048755270714,2.051357356308179
p1k_00211,2.9841468033186453,3.024061119207842
p1k_00212,2.795404812245774,2.890637437757842
p1k_00213,1.3378249096043708,1.400480002354315
p1k_00214,1.5290234065190855,1.6761014917240575
p1k_00215,2.808007949356431,2.848004978277268
p1k_00216,2.765360564109675,2.9587778858555907
p1k_00217,1.6252645579781688,1.5587287921950808
p1k_00218,1.1840313185343707,1.309471707520982
p1k_00219,1.7220099058589478,1.7509502114859083
p1k_00220,1.5046185611680774,1.6280874144271906
p1k_00221,1.642446661627113,1.7319790065089515
p1k_00222,1.7720276322674644,1.8442185039248875
p1k_00223,1.5417209012525956,1.4739376038024847
p1k_00224,1.693719234423893,1.625295489055034
p1k_00225,2.762447640448513,2.778063888600286
p1k_00226,2.992081120796416,2.9704444891887443
p1k_00227,1.8948010097591208,1.9334345774963604
p1k_00228,2.509215604724297,2.3543894914819576
p1k_00229,0.53613152813224,0.5967887798850934
p1k_00230,0.6274476658334194,0.6449396986529807
p1k_00231,0.7029225163437709,0.7449045492381512
p1k_00232,0.667463487066957,0.7548913823553531
p1k_00233,0.766606910245981,0.7076492528339128
p1k_00234,0.836549398140788,0.7876801279344019
p1k_00235,0.771786465281648,0.8181022620387053
p1k_00236,0.7318604570188142,0.7550051132113677
p1k_00237,0.7602514330781052,0.7895436167129923
p1k_00238,2.1333368607608847,2.082594582542198
p1k_00239,2.173643917328796,2.143459039394288
p1k_00240,1.4780922938084622,1.3609143908829546
p1k_00241,1.5021064923774687,1.5434736269721372
p1k_00242,1.570761620143773,1.5455308771235592
p1k_00243,1.4218163940337194,1.243497148368511
p1k_00244,1.4404353962559524,1.3458422543404336
p1k_00245,2.6761187951866963,2.401603405981751
p1k_00246,2.5045338663230057,2.263534676215977
p1k_00247,0.9394816881693088,1.0039055826237224
p1k_00248,0.7212477548013441,0.7899251560133899
p1k_00249,1.0055860783318595,1.0490354176152668
p1k_00250,1.1930091589081293,1.282721926408659
p1k_00251,0.5049815913761059,0.5006583826422815
p1k_00252,0.41346723570292,0.4380849466408463
p1k_00253,0.9625547335838038,1.062174582792017
p1k_00254,0.6969119305179349,0.9674190319034284
p1k_00255,2.8412897838553466,2.66229056707909
p1k_00256,2.7059332284825506,2.618061954719883
p1k_00257,0.7179954127509554,0.71847417746647
p1k_00258,0.7503666754656504,0.7206891526580717
p1k_00259,1.9894264926556209,2.8094917582723395
p1k_00260,1.915358322674879,2.844100761702369
p1k_00261,1.0522144391260024,1.8859389931890436
p1k_00262,1.0642312790817043,1.904261908950293
p1k_00263,2.062422419770804,1.882174028814315
p1k_00264,2.145231748449309,2.002278476841723
p1k_00265,2.1358850416206616,0.9752169011355308
p1k_00266,2.141388500580696,0.9840276444531624
p1k_00267,1.36564639119538,1.4076427282599762
p1k_00268,1.4726035972928162,1.446225896740003
p1k_00269,2.5818010088496486,2.354092252660085
p1k_00270,2.340883050542715,2.244584311600418
p1k_00271,1.76830243263563,1.9351187191228885
p1k_00272,1.8836303193091688,2.176846271297157
p1k_00273,1.695735931701167,1.93746643635886
p1k_00274,1.7944704024045577,2.0097088601763065
p1k_00275,1.3767094531523856,1.5879648452687287
p1k_00276,1.3362659893155358,1.5580457610397782
p1k_00277,1.3146042168168317,1.4407882223017243
p1k_00278,1.2596248162687005,1.4043518048191683
p1k_00279,0.9195677999139852,0.954262833636082
p1k_00280,0.8872213216924792,0.9414899220911512
p1k_00281,3.033123244221144,3.0724535251345526
p1k_00282,2.779813221139274,2.954893324392994
p1k_00283,1.7718667354220852,1.7434734179961424
p1k_00284,1.5872566242339343,1.5794570637366323
p1k_00285,3.0408765524694554,2.754162299200674
p1k_00286,2.726987297058021,2.660446769324136
p1k_00287,2.5367070843871264,2.4192915138532047
p1k_00288,2.706700030204205,2.6209555892038097
p1k_00289,1.5052734178059617,1.4177645783895243
p1k_00290,1.5239492154901926,1.4390381944743118
p1k_00291,2.4934219947872878,2.5350536823973235
p1k_00292,3.007305743782622,2.8619147501061737
p1k_00293,1.68042704130015,1.766277198080222
p1k_00294,1.6116304107373804,1.613485786735797
p1k_00295,1.5304833731980148,1.41866565185672
p1k_00296,1.571652678531675,1.478541546362612
p1k_00297,2.6034593300883984,2.5550633260347424
p1k_00298,2.8025845152455635,2.578860184563557
p1k_00299,2.708884533580678,3.1138032057984217
p1k_00300,2.649662961626591,3.3121402596208305
p1k_00301,2.2383859620828077,3.1397470137363603
p1k_00302,2.231912826528533,3.22342310459915
p1k_00303,1.562241734221064,2.425543289643864
p1k_00304,1.6560908480946013,2.480408275817409
p1k_00305,1.176983982413697,1.7201723754667315
p1k_00306,1.5976629298253675,1.9345386440414216
p1k_00307,2.3884282863123416,2.152701295780202
p1k_00308,2.38942353476597,2.24313852705948
p1k_00309,1.6172556645041694,2.195805970484499
p1k_00310,1.6279106119530036,2.07407231760444
p1k_00311,1.504385924089482,1.979570486284448
p1k_00312,1.6229315498848829,2.0381930549187124
p1k_00313,2.058435358157061,1.8993250224117648
p1k_00314,1.970134471073492,1.8489967733443209
p1k_00315,1.6068589366217194,1.8619897203679168
p1k_00316,1.5875986942277025,1.9308663236502637
p1k_00317,2.3071248697052016,2.376985426661704
p1k_00318,2.5061373421366664,2.504375856603535
p1k_00319,2.349596724986897,2.406110664592243
p1k_00320,2.7404412567601875,2.845054044434329
p1k_00321,1.9463984680102009,2.038034576791829
p1k_00322,1.9118843428592172,2.099741791156917
p1k_00323,1.9244842349185145,2.1010690241921868
p1k_00324,1.8803015575115,1.9340165066298296
p1k_00325,1.8052854514478367,1.9128611001535936
p1k_00326,1.7117829035096943,1.9405031541445492
p1k_00327,1.791281748452203,1.9257729762734963
p1k_00328,1.959347884942016,1.906982372753984
p1k_00329,2.154830125349628,2.1150945078758245
p1k_00330,2.113336834646311,2.001221848293969
p1k_00331,1.7426318938235594,1.7838274689219915
p1k_00332,1.87946382434774,1.901112224408566
p1k_00333,1.7994122839717646,1.8161247148204676
p1k_00334,1.941418957700061,1.7994005850584884
p1k_00335,1.8839481241428973,1.875136575560506
p1k_00336,1.9029816641743,1.8489723303176424
p1k_00337,1.3214126838147386,1.3651035794434565
p1k_00338,1.2384257522987183,1.3303178990240152
p1k_00339,1.7304684349045265,1.777336060158459
p1k_00340,1.765211337919099,1.848677579678614
p1k_00341,2.416177929388386,2.382280113219624
p1k_00342,2.5267309634372386,2.483418080762915
p1k_00343,1.7400218190004797,1.7186492431308178
p1k_00344,1.5289388973514726,1.6732779444467485
p1k_00345,1.2985861304541446,1.0264933955009463
p1k_00346,1.8260355541668816,1.75115322955938
p1k_00347,2.307716721091983,2.10074964177181
p1k_00348,2.225833857463757,2.1248358133597134
p1k_00349,2.645124521166203,2.5851411384562923
p1k_00350,2.5462019497571013,2.5145383875568674
p1k_00351,2.47158953471364,2.395111730077216
p1k_00352,2.4429664145874885,2.293243798146097
p1k_00353,3.267216709836313,3.223925840449448
p1k_00354,3.1566596975364822,3.0024320133566045
p1k_00355,2.7192261289380086,2.7265863732659987
p1k_00356,2.1686324963783656,2.4830663256369783
p1k_00357,1.6264824097536856,1.8788808989142225
p1k_00358,1.3469978003322105,1.9729910315141168
p1k_00359,0.0564392272710355,0.0658810099625247
p1k_00360,0.1480519806114679,0.1374792122253327
p1k_00361,0.0438858925656034,0.0516055902413825
p1k_00362,0.05411928970562,0.0689944307048563
p1k_00363,0.3886826224102662,1.1078178841887345
p1k_00364,1.2659139424405617,1.6350055774063004
p1k_00365,0.0994999726181155,0.0924547365269337
p1k_00366,0.0942717435986838,0.0998772844732274
p1k_00367,0.044590068304929,0.0542710385884291
p1k_00368,0.0554653297799917,0.064413674973223
p1k_00369,2.319765252392048,2.7242132442024243
p1k_00370,2.364853789895557,3.007007524741869
p1k_00371,0.1533204737136137,0.1531456035347324
p1k_00372,0.1620142814986606,0.1511144190210457
p1k_00373,0.072693870674882,0.0879978982619285
p1k_00374,0.0756113286878853,0.0907371599805847
p1k_00375,1.916751521256816,2.6496296793321026
p1k_00376,1.905962702789871,2.6733644496138136
p1k_00377,0.1709492211410102,0.1732483535620773
p1k_00378,0.1682110515798315,0.1677364422016096
p1k_00379,0.1903516980624024,0.1810709822549749
p1k_00380,0.1745671108210216,0.1564281913184043
p1k_00381,2.62460026028917,2.943318890985957
p1k_00382,2.404842181597697,2.8738788752461737
p1k_00383,0.1389018161476375,0.1097317724110003
p1k_00384,0.1262349537458443,0.1310401957311169
p1k_00385,0.1538232904326155,0.1558895287428676
p1k_00386,0.1426469920638475,0.1428683047627007
p1k_00387,1.4114139651757085,1.4871437855436465
p1k_00388,1.2646288040957747,1.3798240083585414
p1k_00389,1.593426144818633,1.8362506215524903
p1k_00390,1.7059418442518723,1.8605375892062543
p1k_00391,2.0234897581548954,2.2423243041035943
p1k_00392,1.8724451756718328,1.9875569351267184
p1k_00393,1.3924257614014408,1.5001377042343225
p1k_00394,1.24052262079674,1.3724963705199331
p1k_00395,1.2725733566140631,1.444113111540486
p1k_00396,1.2873440627916328,1.4506186126467404
p1k_00397,1.4682598800188145,1.5757255030615511
p1k_00398,1.2519966463901002,1.379408995493762
p1k_00399,1.3011020091735326,1.4539845084962708
p1k_00400,1.4499528870300842,1.5360937474768948
p1k_00401,1.582926519161518,1.7381294113518124
p1k_00402,1.7136858827752834,1.8046212061546485
p1k_00403,1.4556374278694582,1.6440671986655513
p1k_00404,1.767622194336675,1.7895419768777063
p1k_00405,1.4266392182661611,1.602685681547306
p1k_00406,1.4105040446221684,1.5884298484134662
p1k_00407,1.4642512000785002,1.6732020238355043
p1k_00408,1.7999293639683365,1.982227868452049
p1k_00409,2.4455289102664515,2.278730353921143
p1k_00410,1.9865187366650283,2.084751473705904
p1k_00411,1.696253045450574,1.856397047533536
p1k_00412,1.677951216860064,1.7894679020091906
p1k_00413,1.845032335625916,1.9275684572663525
p1k_00414,1.748964240241923,1.9374256379857184
p1k_00415,1.9796782384030736,2.0584504883569474
p1k_00416,1.9332576137946835,1.9627544936697017
p1k_00417,1.1095500640182852,1.3326800745117535
p1k_00418,1.3079724857056554,1.4672036978392424
p1k_00419,1.3794897966252608,1.6114365091634908
p1k_00420,1.4577428310784246,1.6702015431102608
p1k_00421,1.2761944153260134,1.411116249782337
p1k_00422,1.0720635709258408,1.275313391613728
p1k_00423,1.5428476887666018,1.7504831239670329
p1k_00424,1.5084476108861142,1.7150140221906534
p1k_00425,1.340356374339312,1.608205069839648
p1k_00426,1.445098228152971,1.6743361312482168
p1k_00427,2.036522185466989,2.198297905030615
p1k_00428,1.8128030377921265,2.042319782223417
p1k_00429,1.5356922493183367,1.7974120149983728
p1k_00430,1.543273621815776,1.8532695972352795
p1k_00431,1.3371405086407775,1.5000768003152087
p1k_00432,1.4011539267953446,1.5688581323216932
p1k_00433,1.0087738373744743,1.1272959686610475
p1k_00434,0.9146269057175944,1.0828643017423143
p1k_00435,1.4473446121499516,1.671461859661104
p1k_00436,1.6293113666268648,1.7989800317657918
p1k_00437,1.3351476544224097,1.6230656350490598
p1k_00438,1.3711829532344662,1.6517598100453967
p1k_00439,1.494208764943675,1.7973845724057995
p1k_00440,1.2420500309583358,1.6272714362110123
p1k_00441,1.4515223355554805,1.466231658323908
p1k_00442,1.456735379182731,1.489993443281394
p1k_00443,1.97466774653522,1.9866130011164131
p1k_00444,2.189673929215406,2.2330585956812903
p1k_00445,1.6423329644193998,1.6956645024320196
p1k_00446,1.6898809474625576,1.701571054792843
p1k_00447,1.8031261299740535,1.8046565547825129
p1k_00448,2.2469410420779536,2.472417236764108
p1k_00449,1.625309071860931,2.148287573811549
p1k_00450,1.9900716689728437,2.5511988247796555
p1k_00451,1.818981203409067,2.4547739317835897
p1k_00452,1.8601368883648768,2.63379706209456
p1k_00453,1.4164736919023195,1.8605184641452728
p1k_00454,1.4990911499873232,1.9445412079491624
p1k_00455,0.0247824964123918,0.0376365081595104
p1k_00456,0.0311273095710676,0.0421833599784762
p1k_00457,0.0682704429632456,0.0790591651634866
p1k_00458,0.0650041882945005,0.0813906898233869
p1k_00459,0.0475883038166374,0.0442549149535953
p1k_00460,0.0411906201958933,0.0374394818825731
p1k_00461,0.2858731647303765,0.2353291164141925
p1k_00462,0.2754162882655183,0.2307502052295954
p1k_00463,0.0409451648867127,0.0353070325471816
p1k_00464,0.0418466884917026,0.0397441351590325
p1k_00465,0.0305381371146332,0.0393992034904281
p1k_00466,0.0305214891361215,0.0355175341664534
p1k_00467,0.0525223309838792,0.0710703756528219
p1k_00468,0.0613651595355881,0.0802557054795133
p1k_00469,0.52596581745716,0.4243428865183589
p1k_00470,0.5489508662125997,0.4520343227696559
p1k_00471,0.1679935331144823,0.1597070652210845
p1k_00472,0.1457549650496616,0.1400715637837561
p1k_00473,0.9401809935898434,0.9597168784950524
p1k_00474,0.983144050958573,1.006548184435226
p1k_00475,1.6667256703550295,1.5837728346461113
p1k_00476,1.5753013740217523,1.5934448738637614
p1k_00477,2.2484931827200207,2.5325826788731445
p1k_00478,2.2311804213514144,2.4843954455517907
p1k_00479,0.6696189367612182,1.0030242756395054
p1k_00480,0.6419740518334246,0.9436396204143246
p1k_00481,0.0308889697189495,0.0398016298920194
p1k_00482,0.0328674606036971,0.0380355137517869
p1k_00483,0.095606134960646,0.108344164360831
p1k_00484,0.0976421928555351,0.1126214550898032
p1k_00485,0.2085884962470621,0.1430554444252302
p1k_00486,0.1851355933124213,0.1212493588046726
p1k_00487,0.3154608904234928,0.3336470120596869
p1k_00488,0.3370214523212227,0.3253577741230936
p1k_00489,0.4343520599818854,0.6210644376674525
p1k_00490,0.3831742734046631,0.6243048990676944
p1k_00491,0.049436886001063,0.0477702495327928
p1k_00492,0.0512791687495485,0.0493885667978982
p1k_00493,1.4525235705300132,1.3632365146102774
p1k_00494,1.4683718111167996,1.3910185422639327
p1k_00495,0.3160606999289315,0.3132418366143255
p1k_00496,0.3507055417295621,0.3568351250834365
p1k_00497,0.0826099765885769,0.0855612880928069
p1k_00498,0.0807147850012497,0.0928835366070504
p1k_00499,0.0876276379403186,0.1059313127807021
p1k_00500,0.0890283557776942,0.1062725019306391
p1k_00501,2.119127717328734,2.8973380614701947
p1k_00502,1.9543495672056752,2.555554711503468
p1k_00503,1.928876554575197,2.699267858793467
p1k_00504,1.867463786551,2.5844430433248697
p1k_00505,0.8511819695261762,1.159503005966405
p1k_00506,0.8274439745721016,1.1316704399832966
p1k_00507,0.0394549961138141,0.0377077005393575
p1k_00508,0.035305738360458,0.0369225264014736
p1k_00509,0.2531025723014184,0.1853136479955394
p1k_00510,0.2534544747059847,0.2151779446747347
p1k_00511,1.1712675482192854,1.4266299439329424
p1k_00512,1.3931886945101335,1.6219465844980594
p1k_00513,1.4448912777914031,1.8847628239906864
p1k_00514,1.1127477293498305,1.481913243016942
p1k_00515,1.101869453053535,1.5085082641622374
p1k_00516,0.8940044476178404,1.3676135076022482
p1k_00517,0.8950652354087797,1.3036272180587456
p1k_00518,1.1925451060815682,1.2254156497115734
p1k_00519,1.1969193566306977,1.236066464218379
p1k_00520,1.158276954376352,1.1564090000528655
p1k_00521,1.1777293773238702,1.1727472876268552
p1k_00522,1.2760460674966938,1.4220439127667213
p1k_00523,0.4484034740930049,0.6919732443126109
p1k_00524,0.4848288520303044,0.465638691612987
p1k_00525,0.2309918935955794,0.2267154833305484
p1k_00526,0.7272261520444954,0.9713146268081424
p1k_00527,0.6870038170252927,0.9511386098592692
p1k_00528,0.8734389390278506,1.0833636169580307
p1k_00529,0.7532018689359199,1.022230584138162
p1k_00530,0.7023066592115524,1.021325648436295
p1k_00531,0.8730925853991026,1.193302251174093
p1k_00532,0.560796328735291,1.0190665256582505
p1k_00533,0.6368191444609433,1.0536834798044747
p1k_00534,1.1925368408440389,1.4358454876909617
p1k_00535,1.0314648854592594,1.2855909329820905
p1k_00536,1.4661267466673331,2.07322316406853
p1k_00537,1.6825660583650932,2.095275829833164
p1k_00538,1.2428492766431567,1.7300518377091283
p1k_00539,1.321879592846907,1.939514441494
p1k_00540,0.6459081659535402,0.9770333690324254
p1k_00541,0.6407121134782883,1.0525168939077216
p1k_00542,0.5949095177908461,0.9243493807176956
p1k_00543,0.5865699516581957,0.9217897407605176
p1k_00544,0.6751810427928435,1.2044090887434835
p1k_00545,0.5227737176540085,1.0982018898869923
p1k_00546,0.4300458707407905,0.6412675595753253
p1k_00547,0.4467865078705756,0.7038677179188745
