"gene","iM","Val"
"b0523","Purine",-5
"b2500","Purine",-8
"b0522","Purine",-5
"b2312","Purine",-8
"b2499","Purine",-3
"b4005","Purine",-5
"b1849","Purine",-8
"b2557","Purine",-5
"b4006","Purine",-8
"b2313","Purine",-3
