"gene","iM","Val"
"b3957","Arginine",-5
"b3172","Arginine",-8
"b3959","Arginine",-5
"b2308","Arginine",-8
"b3958","Arginine",-3
"b2818","Arginine",-5
"b2307","Arginine",-8
"b2306","Arginine",-5
"b3960","Arginine",-8
"b3359","Arginine",-3
