,b1817,b1818,b1819,b1101
starve_series__t00_growth1,0.2931462473019247,0.9057115511810352,1.228638062709923,1.127288538987244
starve_series__t01_starve,1.694747064973091,6.351705184768834,10.421541014224696,0.7961649752984797
starve_series__t02_starve,0.7104169778153296,2.25917830833697,3.859716483685057,0.3348720540933244
starve_series__t03_starve,0.7949047426552781,2.28421782590182,3.2835134887452515,0.542408293278531
starve_series__t04_starve,0.7342293876513077,2.2119282540078173,3.108185436944655,0.5785142317463869
starve_series__t05_starve,0.8316571771809769,2.390182215334233,3.3432873548368884,0.5792432493320718
starve_series__t06_starve,0.8069828848688352,2.471203062722528,3.591703820060522,0.7204271326088008
starve_series__t07_starve,0.7821456840324071,2.3151032985591087,3.5257599655845038,0.7042594852153481
starve_series__t08_starve,0.7864916423285374,2.3860655326623856,3.659712148527879,0.8020908706395072
starve_series__t09_starve,0.7651202893409629,2.516480939556509,3.734266630468436,0.8374567054994941
starve_series__t10_starve,0.80994529712441,2.2031162119972083,3.665784408171685,0.7719502984293681
starve_series__t11_starve,0.98711046206152,2.649918035248038,4.256218579495456,0.8787939265771189
starve_series__t12_starve,0.8167356546624119,2.6198216359995423,4.357317201066102,0.951617163872924
starve_series__t14_starve,0.9996868275115326,2.989985010421121,5.201407311320602,1.0510528993686992
starve_series__t16_starve,0.9225517318857211,3.2508177955861672,6.066877761547123,1.0971684209604011
starve_series__t17_starve,0.9635240338825828,3.5598624730328483,6.292494486567786,1.1857922911901424
starve_series__t18_starve,0.9139822835347916,3.308499982803886,6.206978887206766,0.9648616445781504
starve_series__t21_growth2,0.0220655360177069,0.0820417767468839,0.1280125492145354,0.2670486463159426
starve_series__t22_growth2,0.0302636368409016,0.1410554125100743,0.2489958731746601,0.1878383787446179
starve_series__t23_growth2,0.0370174607942559,0.1564968176780297,0.2282730587983002,0.2110255545125127
starve_series__t25_growth2,0.1198051284740082,0.3164069730877633,0.4058967112034349,0.7243223853603339
starve_series__t26_growth2,0.2212420345705659,0.4684525339792556,0.5547616985988535,1.1207637070291698
starve_series__t27_growth2,0.2584380145284714,0.6124487177977725,0.7304540066457926,1.249871873035724
starve_series__t28_growth2,0.3887842808928568,1.0966381351009815,1.4701188111763257,1.3065249484607628
p1k_00001,0.3847416074117292,0.9820562398553832,1.3443435273270723,1.086565351853761
p1k_00002,0.4266247738505495,0.9909680214455432,1.3077198902031455,1.1571874471660075
p1k_00003,0.1114826709412536,0.3491924023249441,0.4108792393446187,0.2732491368029546
p1k_00004,0.0991215602267124,0.3302009565064139,0.4509917231962586,0.2888130571327106
p1k_00005,0.3443900562263857,0.8865442182587525,1.2486453952015673,0.982748995084891
p1k_00006,0.352292017998813,0.9854953304322772,1.2734885945940018,1.0426646767296928
p1k_00007,0.1269212189943617,0.3830016006127138,0.4982468709284466,0.3019169566051938
p1k_00008,0.1301094686767683,0.3470262990945657,0.4946541472298522,0.3582928846771189
p1k_00009,0.3329091984827204,0.8955020763869884,1.173595628966808,1.0229961591839984
p1k_00010,0.3146171827893984,0.8705150234978144,1.1939724292620244,0.9638486772960706
p1k_00011,0.2130792924725157,0.6212606913366269,0.811150788069052,0.7495142349391632
p1k_00012,0.2153078852614572,0.634295374407364,0.8029696843878869,0.7360407948283435
p1k_00013,0.1947053205020469,0.5633519520518423,0.7236574494935216,0.7077534219075262
p1k_00014,0.2074756937811767,0.6470853425406029,0.8696044654849441,0.80338703719874
p1k_00015,0.2410950459487615,0.6831347739879825,0.8625945857501289,0.7169608755483831
p1k_00016,0.2349422381084223,0.6473840822873663,0.836593618224183,0.7195441352519052
p1k_00017,0.2495763794970505,0.6963032018142292,0.9165625786918712,0.7393451564211171
