"sample","iM","Val"
"p1k_00459","Fur-1",-1.78690127847193
"p1k_00778","Fur-1",-2.2974952222823
"p1k_00922","Fur-1",-0.669372265746135
"p1k_00662","Fur-1",-4.521125894801
"p1k_00685","Fur-1",-3.5368977168122
"p1k_00969","Fur-1",-4.01045776230761
"p1k_00104","Fur-1",-1.05990325552988
"p1k_00117","Fur-1",-2.01374137761326
"p1k_00923","Fur-1",-0.625328382636423
"p1k_00057","Fur-1",-1.92615350463629
"p1k_00914","Fur-1",-0.383930494994138
"p1k_00382","Fur-1",-2.27746010147616
"p1k_00171","Fur-1",-1.38719070211355
"p1k_00430","Fur-1",-1.08715115781887
"p1k_00910","Fur-1",-1.13860102883888
"p1k_00948","Fur-1",-1.182817280098
"p1k_01037","Fur-1",-3.98799239166728
"p1k_00748","Fur-1",-0.870452488106921
"p1k_01038","Fur-1",-3.93874501437019
"p1k_00336","Fur-1",-2.82062462357821
"p1k_00850","Fur-1",-1.99305441761207
"p1k_00811","Fur-1",-1.08889203136546
"p1k_00474","Fur-1",-4.30760478612796
"p1k_00195","Fur-1",-1.06646830365854
"p1k_00271","Fur-1",-0.620694162802162
"p1k_00477","Fur-1",-2.30573271932508
"p1k_00732","Fur-1",-0.859606989358344
"p1k_00373","Fur-1",-3.38203202977217
"p1k_00335","Fur-1",-2.76694564016143
"p1k_00491","Fur-1",-1.90916768766067
"p1k_00575","Fur-1",-0.506773840898856
"p1k_00576","Fur-1",-0.681667437341706
"p1k_00062","Fur-1",-2.0092280439381
"p1k_00428","Fur-1",-0.938776140960418
"p1k_00158","Fur-1",-3.34972618220346
"p1k_00902","Fur-1",-0.327360231772387
"p1k_00618","Fur-1",-1.23715157238972
"p1k_00269","Fur-1",-0.872523571026524
"p1k_00805","Fur-1",-5.28017171931922
"p1k_00019","Fur-1",-4.36508119909757
"p1k_00456","Fur-1",-0.352554304156926
"p1k_00511","Fur-1",-2.4487349578677
"p1k_00868","Fur-1",-2.01789752654202
"p1k_00872","Fur-1",-2.12104095340101
"starve_series__t03_starve","Fur-1",-0.766586160345576
"p1k_00413","Fur-1",-1.3050263250589
"p1k_00176","Fur-1",-3.57160559982202
"p1k_00011","Fur-1",-1.87610919135476
"starve_series__t25_growth2","Fur-1",-3.74568226410207
"p1k_00764","Fur-1",-0.746644238440501
"p1k_00630","Fur-1",-4.38578517871794
"p1k_00163","Fur-1",-4.12357466752091
"p1k_00409","Fur-1",-1.88162895995824
"p1k_00322","Fur-1",-0.455207593083097
"p1k_00752","Fur-1",-1.08549346022598
"p1k_00344","Fur-1",-1.97009575671129
"p1k_00546","Fur-1",-2.22482071184209
"p1k_00191","Fur-1",-4.23071767168973
"p1k_01040","Fur-1",-1.05078483448739
"p1k_00654","Fur-1",-4.46043293044618
"p1k_00324","Fur-1",-0.666474912221135
"p1k_00657","Fur-1",-1.88211630903961
"p1k_00488","Fur-1",-2.70415689066375
"p1k_00903","Fur-1",-0.337926600176175
"p1k_00341","Fur-1",-0.927012565547575
"starve_series__t16_starve","Fur-1",-2.23870174719963
"p1k_00637","Fur-1",-4.56495364594288
"p1k_00105","Fur-1",-1.27463043486837
"p1k_00539","Fur-1",-2.11904990830589
"p1k_00530","Fur-1",-3.2210137329508
"p1k_00368","Fur-1",-2.58019117053401
"p1k_00039","Fur-1",-2.38466030949192
"p1k_01035","Fur-1",-1.34085952954361
"p1k_00498","Fur-1",-0.45880360512444
"p1k_00646","Fur-1",-3.93054001869016
"p1k_00893","Fur-1",-0.315090918548441
"starve_series__t06_starve","Fur-1",-0.698207977229378
"p1k_00506","Fur-1",-1.86496441781232
