,b3212,b3213
p1k_00783,0.1906893819208873,0.2274004709200018
p1k_00479,0.1040705223678007,0.1710992848657946
p1k_00590,0.1056587975780263,0.1078772721200917
p1k_00256,0.4205494634644542,0.4465978930582859
p1k_00540,0.1003854528928642,0.1666656678123592
p1k_00597,0.0776688166675053,0.1205420896511872
p1k_00876,0.022726529016247,0.0316367028830293
p1k_00939,0.080423672327313,0.070138466660793
p1k_00774,0.1777504425650339,0.2634289839635002
p1k_00231,0.1092464825051255,0.1270683459646716
p1k_00342,0.392698289746216,0.4236298841026609
p1k_00818,0.5793480783494221,0.5533817227107002
p1k_00029,0.2060520528432802,0.1818692602822213
p1k_00092,0.2837136163365012,0.2783137040057128
p1k_01011,0.4632418220833571,0.4776170397447832
p1k_00449,0.2526015242875505,0.3664621849066161
p1k_00050,0.6777979366057142,0.3567592125909856
p1k_00265,0.3319539812809964,0.1663558085540255
p1k_00729,0.3707636338359854,0.3303242566894647
p1k_00488,0.0523790422682321,0.0555006332648281
p1k_00703,0.1511583206760814,0.1734243420136164
p1k_00026,0.2285347857989378,0.2401145300293313
p1k_00483,0.0148588695162139,0.0184817152403426
p1k_00979,0.0516856440738435,0.0356065267312383
p1k_01055,0.1136477373575724,0.10912836983052
p1k_00627,0.1273149633924989,0.125092107517744
p1k_00228,0.3899760959272481,0.4016197494634582
p1k_00052,0.6294781473310599,0.4637845096337449
p1k_00773,0.1912533572337325,0.2788047034760056
p1k_00387,0.2193584747520719,0.2536820338041146
p1k_00172,0.1271183275484038,0.1351608275545429
p1k_00938,0.0865922844748282,0.081864610515392
p1k_00290,0.2368484255913742,0.2454760188253029
p1k_00530,0.1091507675097225,0.1742211951461779
p1k_00425,0.2083148793718262,0.2743330785206286
p1k_00759,0.2584673038372587,0.281391953711734
p1k_00988,0.0775371198450858,0.0772430018325054
p1k_00154,0.1600787302491592,0.1927667542500378
p1k_00171,0.1254929700772668,0.1327659548323504
p1k_01010,0.293023739999692,0.2707988252218058
p1k_00544,0.1049349711585952,0.2054521897174279
p1k_01052,0.4461547075628256,0.4174434804691115
p1k_00482,0.0051081796020795,0.0064882270155272
p1k_00370,0.3675397389869007,0.5129455483431502
p1k_00951,0.063113381205108,0.0484571989959168
p1k_00664,0.14436657842761,0.1437366473611198
p1k_00913,0.2178787984938225,0.3273921174409956
p1k_00870,0.2862550775553488,0.3879775255357345
p1k_00589,0.1078698829752106,0.1066418844878497
p1k_00138,0.3879214966313231,0.4899125043394617
p1k_00499,0.0136188712022005,0.0180701228293971
p1k_00626,0.129911995757686,0.1303021288795401
p1k_00907,0.1048973992178977,0.1360936738324236
p1k_00510,0.0393912688710509,0.0367057840442247
p1k_00207,0.3678032976926999,0.4145233454645154
starve_series__t01_starve,0.2495977637858743,0.2191397656248823
p1k_00575,0.0734750017263967,0.1115529351509824
p1k_00381,0.4079088942975354,0.5020813250592538
p1k_00070,0.4549903934329821,0.4099024107497789
p1k_00255,0.4415862452073461,0.4541425598515615
p1k_00054,0.543001910825585,0.4172746694656786
p1k_00634,0.165848329174734,0.1852547916879199
p1k_00757,0.2439574675469291,0.2618436188982044
p1k_00536,0.227861800206948,0.3536574431492794
p1k_00281,0.4714005281254089,0.5241095491918587
p1k_00522,0.1983199302159432,0.2425770765787429
p1k_00880,0.1814741343394406,0.250942992925686
p1k_00701,0.1559968035517908,0.159759198374674
p1k_00306,0.2483048291298364,0.3300001670744155
p1k_00341,0.3755164100663226,0.4063774263708636
starve_series__t10_starve,0.0015241099328035,0.0018624337639598
p1k_00781,0.1119875306351679,0.1584248940706567
p1k_00196,0.3814914794040578,0.3825762446098231
p1k_00652,0.1447931865442545,0.1578769127355088
p1k_00742,0.3153881890788447,0.334695806428242
p1k_00641,0.1680850599415987,0.1775873601414459
p1k_00252,0.0642600572344889,0.0747300169110347
p1k_01015,0.0955995551616169,0.0944363016713659
p1k_00258,0.116620136612037,0.122937601437126
p1k_00180,0.3875672738625477,0.3744137570972062
p1k_00276,0.2076791618275035,0.2657767334017147
p1k_00417,0.1724435323082658,0.2273330897783847
p1k_00448,0.3492140307586451,0.4217533228001779
p1k_00770,0.2990391834662723,0.3355215182651941
p1k_00344,0.2376239096304968,0.2854334303065689
p1k_00772,0.2119148341837504,0.259470614281399
p1k_00297,0.4046232231067279,0.4358513731810069
p1k_01044,0.1208178205298453,0.1025535684981067
